Unnamed: 0,_id,date,bug,__,asm,cf,nif,var,ifc,nel,lc,lcv,mc,fmc,md,sqa,smc,cmc,sw,nt,ntc,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
1020,I933b7aa915bc9fed8f16e5bfc7b34957cec84a57,1547970933,0,0,811,4005,530,7142,598,58,128,42,1880,1658,470,165,80,739,2,56,54,2,6,12,2.7543386977070057,354,490,11866,0,67,96.7653192515432,1300,1179,58.421418133985966,0
1021,I923c7e23f525b025cfb6b9dbb87c88b5db2f369a,1547977358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.0,4,4,98,0,5,2812.8315046296293,11,96,10.303709196962453,0
1022,Icf67cac8af038f33358a968884a076539b784f4a,1547982937,0,0,3002,96,639,8855,753,68,110,376,6395,6030,543,530,656,1237,18,325,4,2,2,2,0.2307099556914764,79,1,9883,1,22,17.609658564814815,274,2774,19.50866689021277,0
1023,I625053ceb5a81bc0014f7cab0f9fb5e5deaacc36,1547990354,0,0,4,4,2,18,2,0,4,2,18,18,4,0,0,12,0,2,2,1,1,1,0.0,4,2,88,0,4,0.0,8,2776,69.7773534341205,0
1024,I4655417fd879733a357bf712a486ce0883021198,1547990354,0,0,16,22,22,114,28,2,0,0,74,74,14,0,4,24,0,4,4,1,1,1,0.0,14,8,189,0,9,0.0,14,2756,73.54020620696438,0
1025,Ic75c7e77516ff1c26803e010bf2bdbaf3e9d6ce1,1547990354,0,0,18,6,8,110,14,0,16,34,56,56,4,4,6,15,0,2,2,1,1,1,0.0,9,6,125,0,6,0.0,11,2756,72.74461035939689,0
1026,Ie8a8388daecb0500f04197462210606c42f143c1,1547990354,0,0,6,4,2,34,4,0,0,0,14,14,2,0,2,5,0,2,1,1,1,1,0.0,4,1,79,0,7,398.54944444444436,10,2756,72.74461035939689,0
1027,I087b3e510682c68cae74c069b10050c7acb48a29,1547990354,0,0,18,6,8,110,14,0,16,34,54,54,4,4,6,13,0,2,1,1,1,1,0.0,4,1,122,0,6,246.8885300925926,10,2779,69.78235210959872,0
1028,I4d3c04b27727762870d3135228768aae177ea3fc,1547990354,0,0,2,6,0,16,0,0,0,0,16,16,2,0,0,5,0,1,1,1,1,1,0.0,10,5,71,0,4,398.54944444444436,8,2754,74.5367028087757,0
1029,Iac1755c2ec8094cd211bbc9f1d819cc8052e20cb,1547990354,0,0,2,6,4,40,4,0,4,2,50,50,2,0,4,4,0,2,2,1,1,1,0.0,4,2,104,0,8,0.0,12,2769,69.76933749356408,0
1030,I326b85f49d9b2f3c753f8a38e3f65ee61ba35db3,1547990354,0,0,22,18,16,130,18,2,0,0,118,116,30,2,12,52,2,4,2,1,1,1,0.0,6,4,255,0,11,0.0,28,2754,74.5367028087757,0
1031,If7dd168f3e8d2b729f1eab48d4e95fe837bb7a33,1547990354,0,0,4,8,2,26,2,0,0,0,46,46,8,2,2,19,0,1,1,1,1,1,0.0,12,7,107,0,6,246.8885300925926,15,2764,69.76432075174449,0
1032,Ib3ae59eeb90143eca1a0b515c59457a0eb2cc383,1547990354,0,0,2,6,4,40,4,0,4,2,48,48,2,0,4,1,0,2,1,1,1,1,0.0,4,1,101,0,8,246.8885300925926,13,2769,69.76933749356408,0
1033,I779a6c28f7e8c4ba0527eb872454fd2cc3d81304,1547990354,0,0,4,8,2,26,2,0,0,0,48,48,8,2,2,21,0,2,2,1,1,1,0.0,3,2,112,0,6,0.0,14,2764,69.76432075174449,0
1034,If8be68621c7135435cd067ef638460b175786b1b,1547990354,0,0,16,22,22,114,28,2,0,0,74,74,14,0,4,18,0,4,4,1,1,1,0.0,2,2,189,0,9,0.5387384259259259,15,2756,73.54020620696438,0
1035,I7a5dc6b1ebaad6f7b8baa35ce68760b79bab8acd,1547990354,0,0,34,26,30,232,32,2,0,0,156,156,12,8,4,33,2,6,3,1,1,1,0.0,4,1,277,0,13,246.8885300925926,24,2779,69.78235210959872,0
1036,I7afd038d8def9d2f409c0ed297b9db8ea2fc75c1,1547990354,0,0,40,14,22,174,24,0,0,0,178,176,12,8,8,26,4,7,3,1,1,1,0.0,100,90,232,0,7,398.54944444444436,20,2771,69.77235059917132,0
1037,I39495d832ff4e48a97182faef88871902d3edb11,1547990354,0,0,40,14,22,174,24,2,0,0,180,178,12,7,7,33,4,8,4,1,1,1,0.0,19,11,242,0,7,0.0,19,2771,69.77235059917132,0
1038,I7cc1b3ca022ba131c196d72c1b776de942442b7f,1547990354,0,0,34,26,30,232,32,2,0,0,158,158,12,8,4,36,2,6,4,1,1,1,0.0,4,2,280,0,13,0.0,23,2781,68.78735078507694,0
1039,I7d71e194f0a7e4180094a9b36dbb55dd90c9722e,1547990354,0,0,6,2,6,52,6,0,4,2,52,52,4,2,4,9,0,2,1,1,1,1,0.0,5,1,107,0,1,145.56050925925925,2,2764,70.75749763134833,0
1040,Iba0e4338381519dc55c2892d95181ddfb881adf2,1547990354,0,0,22,18,16,130,18,2,0,0,116,114,30,2,12,49,2,4,1,1,1,1,0.0,4,1,252,0,11,249.67652777777775,27,2815,66.76221456437455,0
1041,I5f198f71adfbb43ec1af26285658a5d5bdfa1904,1547990354,0,0,4,4,2,18,2,0,4,2,16,16,4,0,0,11,0,1,1,1,1,1,0.0,16,11,83,0,4,246.8885300925926,9,2771,69.77235059917132,0
1042,I3e4f41150aeeffc8c609ef14ce5b6d428c4595d7,1547990354,0,0,54,22,42,232,50,0,4,14,236,228,42,10,16,106,0,4,4,1,1,1,0.0,4,3,369,0,9,0.0,30,2759,70.75135115765674,0
1043,Ibca80cf2195db01298f2b95f507cfa3de2f403e7,1547990354,0,0,54,22,42,232,50,0,4,14,234,226,42,10,16,103,0,4,3,1,1,1,0.0,3,1,367,0,9,246.8885300925926,31,2759,70.75135115765674,0
1044,I763749571b1ac680394652eb402999aa1a8f3ce0,1547990357,1,1,331,12,41,1103,58,10,0,0,955,947,73,81,78,101,0,10,8,2,2,2,0.6722948170756379,17,0,830,1,8,22.928350694444447,52,1662,54.86850096362921,0
1045,Ib8b26a6a02903de63ef58687a4a0820649d59f99,1548000223,0,0,4,4,4,25,4,0,0,0,24,24,4,0,1,7,0,1,1,1,1,1,0.0,12,5,92,0,8,398.66366898148146,13,2758,70.07140115410357,0
1046,I9d8f289232dfc8f784287029c41714ddbdee232b,1548007477,0,0,39,14,21,172,23,3,0,0,180,178,12,6,6,37,4,8,4,1,1,1,0.0,5,8,250,0,7,0.0,18,874,29.997053356103567,0
1047,Ic805bd571c4a2e4376ce5e7c34ca7ac86cbf5104,1548016200,0,0,39,0,0,234,0,0,0,0,290,290,38,6,26,36,0,15,4,1,1,1,0.0,121,123,285,0,4,95.79197916666666,10,876,28.060906106743253,0
1048,I34041a556a5a83afcd0c1bab00e5d8088c30ea3f,1548016611,0,0,24,2,0,158,0,0,4,16,142,142,32,6,33,92,0,25,14,1,1,1,0.0,49,47,266,0,6,112.62681712962966,11,882,22.598302769650612,0
1049,I9c4ee4e4c55f48db1f21e18b212657e4dd3de053,1548016865,0,0,128,2,4,625,4,0,0,0,721,717,46,32,74,65,0,6,0,1,1,1,0.0,16,17,494,0,8,116.67190972222221,17,883,21.581550629537233,0
1050,Ieeec292c1346edbda2b26f021e75cbc1435bb9f9,1548017589,0,0,82,12,44,362,48,6,18,16,132,132,22,18,2,64,0,3,0,1,1,1,0.0,3,2,287,0,2,796.977650462963,4,882,23.476126539713373,0
1051,I6c66eb31a2314028e09a9213dc695cd163f907e9,1548018015,0,0,123,0,2,602,2,2,10,32,400,376,30,29,74,232,0,55,4,1,1,1,0.0,12,12,443,0,7,247.20868055555562,13,881,24.41144899683001,0
1052,Ie7c17f98579e7241f2b5c8204435c76686eeb568,1548019654,0,0,49,24,26,184,28,2,0,0,174,174,38,10,10,62,2,11,8,1,1,1,0.0,6,5,422,0,7,20.2471875,12,880,25.167640751521212,0
1053,I78a947fd1263b47b3df17bcc6e9b32497e68dd4a,1548019654,0,0,91,0,50,366,50,4,42,32,124,124,24,16,8,72,0,5,0,1,1,1,0.0,8,7,434,0,12,250.01564814814816,19,879,26.16301717604785,0
1054,I7005f5821394a3e237cf877cf38557b6a62cacb3,1548023087,0,0,404,28,28,2065,30,4,6,28,2172,2076,102,59,156,298,0,71,22,1,1,1,0.0,5,3,1405,0,12,0.0,34,879,26.086766655575808,0
1055,Id2b44199cda7eee7ec949d31b9029ef9325a54f4,1548023087,0,0,404,28,28,2064,30,4,6,28,2172,2076,102,60,156,298,0,70,22,1,1,1,0.0,3,3,1405,0,12,0.5987615740740739,33,879,26.086766655575808,0
1056,I3f3eb305115fce9246311e1e43c10d99c77db7e7,1548024801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,2,2,318,0,6,60.10925925925926,39,5573,53.535414528404026,0
1057,I320030c5d4438713971bee33316bff408bac47fc,1548024922,0,0,384,28,28,2068,30,4,6,28,2172,2076,102,56,153,293,0,72,22,1,1,1,0.0,84,105,1407,0,12,0.0,35,879,25.806358949590148,0
1058,I791a16e1686b0e493fd68bfb406ffac930830321,1548029946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,8,19,60,0,4,76.56965277777778,8,5573,52.611127620977,0
1059,Ic2ca05784ba061fa1177ff4c51d821570adc909a,1548030086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,2.9757679827981383,49,17,916,1,7,30.413904803240737,95,238,105.07316900385312,0
1060,I4cda02faf90569364a7bf1b400e2f0afd93db78f,1548033736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,253,0,13,75.46226851851851,65,698,4.349774998407568,0
1061,Ia82deb074517ab2eaba006dc575f514ecfdb085d,1548034138,0,0,319,60,197,1347,235,26,4,12,923,839,126,53,77,383,2,4,4,1,2,2,0.9798687566511528,28,20,1102,1,14,77.97984375,63,71,3.694558688225299,0
1062,Ie204f0e66c643ca144bc4d5d0cbd2652d011beec,1548034251,0,0,78,8,63,256,69,2,2,6,262,228,50,12,5,131,0,8,6,1,1,1,0.0,3,1,423,1,9,110.75052083333334,21,1897,75.11775966927067,0
1063,I833f5e099e4d936e6213a70351e87cffea47a4d1,1548035475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0.17203694935311378,19,20,270,0,0,0.1738136574074074,6,20,2.483587765801171,0
1064,Ibba2945626c54f74e585506b31ac714bae436436,1548035715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,249,0,0,0.0,2,20,1.5551540269670316,0
1065,I29ea99044894acbceeb613710cc7dca7dffdd56a,1548035732,0,0,1454,0,737,6171,911,102,200,248,2776,2776,134,308,150,708,0,4,4,1,1,1,0.0,7,3,2896,1,13,73.69449074074075,98,885,10.035649994243519,0
1066,Id1ff4bf2c205813861ff316368cf34918c24a456,1548039631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,2.2125038423722683,17,17,545,1,11,352.51905671296294,69,24,6.001034598172308,0
1067,I7105b8125a10f0ccdfc39c3ba43961874369b797,1548039997,1,1,159,170,19,727,27,1,6,23,310,289,51,36,45,49,0,1,1,2,5,8,1.4728798654077038,524,22,4544,1,25,82.74299189814816,342,610,15.364770404427706,0
1068,I950aef9e86f39d39ae470890b6e6d25e9a4157b2,1548042933,0,0,104,61,61,840,81,10,12,20,607,585,39,18,46,122,0,12,4,1,2,3,1.2271177841665228,84,10,797,0,4,59.901523919753096,14,218,11.032400387523534,0
1069,I3f59b553d43f52e6ec98a14a93e0898f86e3cdd0,1548043066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.0,36,8,234,0,1,33.558113425925924,4,222,8.062042854923764,0
1070,I98fc3547c3d4866f68e7133532c21b98a6657460,1548044287,0,0,16,2,7,62,7,2,3,9,50,44,17,1,5,33,0,0,0,1,3,3,0.4254433164151248,26,33,213,1,8,94.2908834876543,27,74,6.469160063425719,0
1071,Ib78afb151227ca91ad31c9364e58571b6e605a44,1548047710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,1140,0,6,31.87501157407407,24,542,6.633992871409833,0
1072,Iea81185e2e0a9ac4b1a253b5e034dd4489b4a928,1548049936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,43,2,133,0,2,334.51155092592586,7,1104,10.133510003229619,0
1073,I6fa74976a18dfc492aab8079c12efd30c551c664,1548050073,0,0,432,84,362,1992,438,10,26,84,1238,1024,198,70,38,542,0,72,44,1,1,1,0.0,2,2,1667,0,19,75.44405092592592,105,128,2.659696659232578,0
1074,I3dfbebdef5cda9fa2f15bfd3047f479fc67a3c72,1548050958,0,0,30,4,34,154,40,2,0,0,94,94,14,4,2,22,0,2,0,1,1,1,0.0,3,3,130,0,7,151.71299768518517,26,132,1.6789909665959053,0
1075,I1446dadebb01a3be0d1d04def6979b53a8011c68,1548053518,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1.0307997753696931,202,186,856,1,4,41.07346064814815,21,25,4.215992751223576,0
1076,I0420f05708ff7bd8eedc116bf3a8aa990fb492c6,1548053883,1,1,8891,2225,4427,36591,5187,478,430,1108,13525,12159,2781,1853,611,5211,86,135,110,2,4,6,1.2864315584598556,241,135,31679,1,46,30.916120756172838,1653,776,11.336183817117712,0
1077,I204ea604f646087704823f3f574580c31150dd03,1548055789,1,1,320,62,181,1231,195,22,30,88,366,316,74,78,26,158,4,4,4,1,1,1,0.0,1,0,1115,1,11,40.507719907407406,38,203,17.959685766295834,0
1078,I1e8476c0ccb1ca18c016bd07ba1e784840909673,1548056775,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,1.9832031704275808,51,9,443,1,3,155.06994874338625,19,496,18.1461527947169,0
1079,If6ac86333ec2feffcc445250b81f4961f2d22631,1548057185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,162,132,133,0,2,746.7017013888889,6,1104,10.105041080434342,0
1080,I68dd9c4b6937d9d5e2fd16f148c1351925f898ad,1548057507,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,23,6.01595018178759,0
1081,I421102e6c19044533bcfbdac93579f11fab0c047,1548059116,0,0,60,87,31,291,44,0,0,0,340,338,42,12,12,61,0,4,4,1,1,3,0.7472264841123643,57,18,450,1,3,888.3287731481482,34,1388,23.692479278181715,0
1082,I49e2ba8815a29316f3d3f67466d6897e1de3f560,1548061542,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,3,3,247,1,13,2.9897222222222224,64,3318,18.22589117448975,0
1083,Id0616502365b79667bf3e103f85eab3925676709,1548068147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,9,1,830,0,8,10.883483796296296,128,60,2.808598698420371,0
1084,I7d0340a5694f7a72bb89a4a19f3411d8eda952b9,1548068810,0,0,206,4,39,552,43,2,34,68,800,774,108,28,150,152,0,8,6,1,1,1,0.0,27,24,914,0,15,123.06270833333332,39,208,16.933904635687725,0
1085,I4ec60d2dcc7e84575b09b65e010d660b6dcd795e,1548070838,1,1,2763,516,1979,9606,2611,311,190,252,5567,4509,1724,595,292,3323,34,405,0,1,3,7,1.8262097218253819,91,19,36133,1,35,0.9198280423280424,820,203,18.431026818754766,0
1086,I04f4d377fda7f719d00691e349f00e385c8b3f18,1548073393,1,1,2026,1031,1378,7766,1784,220,118,136,6610,5786,2934,417,210,4625,26,1007,4,1,3,11,2.9388334312883155,58,193,40486,1,35,75.06056292087544,864,209,15.904893758857668,0
1087,Ib57687c8389bb8a620e1f4e7c82c52c6cd219b46,1548076724,0,0,185,54,74,659,90,4,24,30,326,322,48,42,12,140,0,18,26,1,3,3,1.4591479170272448,8,4,635,1,15,105.32410879629629,70,2537,12.874496145087845,0
1088,I9d62e4108751b5e0422c22dcf481f48e526a08bf,1548077977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.9182958340544896,3,0,163,0,4,12.421423611111114,26,51,9.167245648254582,0
1089,I7dcc75be6c7a9e242ba191264b6912431bd70c41,1548078852,0,0,0,26,0,38,0,0,0,0,0,0,42,0,0,0,0,0,0,1,3,3,1.1488348542809168,7,7,388,1,6,333.9208564814815,19,3322,12.822164954715724,0
1090,Ic8fc6e3f8b764be4f5bc487f1f8e884e5b3293c3,1548082096,0,0,42,2,22,85,30,0,0,0,64,40,34,8,4,38,0,0,0,1,1,1,0.0,21,7,154,1,4,140.29934027777782,13,2718,19.754125489984933,0
1091,Ie1985c2570213217c2ea0f376ff99d19bfed4e0c,1548082678,0,0,40,12,26,166,28,4,0,0,134,132,6,6,12,41,0,2,1,1,1,1,0.0,3,1,200,0,4,1.3647337962962962,6,2738,70.58693596116771,0
1092,Ie30df8ed3d9a1e676f130214a173b622eaf67c6f,1548082678,0,0,122,12,44,366,50,0,0,0,240,240,20,24,20,83,4,2,2,1,1,1,0.0,4,2,390,0,7,0.0,18,2742,67.60160944304157,0
1093,I662a343fbb46c35090bd6f840e5a35a88036a65a,1548082678,0,0,122,12,44,366,50,0,0,0,238,238,20,24,20,81,4,2,1,1,1,1,0.0,5,1,386,0,7,399.5681134259259,19,2742,67.60160944304157,0
1094,I4c5633846320f0324714f635b2be388b17cf79fa,1548082678,0,0,12,0,8,40,8,0,0,0,38,30,10,0,0,24,0,4,4,1,1,1,0.0,4,2,113,0,6,0.0,8,2751,64.02192722803282,0
1095,If18a5d8013f1cb393af3a5e5a1ec9613ac2151bd,1548082678,0,0,2,0,2,4,2,0,0,0,34,32,6,0,2,19,0,1,1,1,1,1,0.0,11,7,82,0,6,247.95709490740742,11,2739,67.5949343997349,0
1096,I50097649f1355856e342035d54c55e65270ef507,1548082678,0,0,36,18,14,222,16,1,6,4,240,238,36,3,27,97,2,6,2,1,1,1,0.0,5,3,326,0,7,0.0,13,2739,67.5949343997349,0
1097,I70dce366081cd1fc4539cf195d6310fef1080eb3,1548082678,0,0,10,10,12,58,12,2,0,0,24,24,4,0,0,13,0,2,1,1,1,1,0.0,4,1,106,0,5,399.61800925925934,11,2738,69.58943210456836,0
1098,Iae510d8c6af9acd587822a28ad48eab0b2a96ccd,1548082678,0,0,4,6,6,24,8,2,0,0,22,22,2,0,0,13,0,1,1,1,1,1,0.0,26,21,96,0,9,247.95709490740742,14,2738,68.59192824796902,0
1099,I923af9b4ce62d5098828f4322a2a508bf3927bbd,1548082678,0,0,6,4,2,22,2,0,0,0,20,20,4,2,0,5,0,2,4,1,1,1,0.0,2,1,91,0,5,0.0,8,2746,67.60757782631926,0
1100,I92bc2008c72bd4495dc3df47a9dd7eb242aab30f,1548082678,0,0,2,0,2,4,2,0,0,0,36,34,6,0,2,21,0,2,2,1,1,1,0.0,3,2,86,0,6,0.0,10,2739,67.5949343997349,0
1101,I55c15a35369e790a3ca946d6db0097a57ac6fae5,1548082678,0,0,2,2,0,14,0,0,0,0,8,8,2,0,0,7,0,2,1,1,1,1,0.0,4,1,73,0,6,399.61800925925934,8,2749,66.61352855735795,0
1102,I16b528fad74d0c5346d054b3c29070331d60db7f,1548082678,0,0,8,10,8,60,8,4,0,0,46,46,2,2,0,21,0,6,3,1,1,1,0.0,5,1,121,0,9,399.61800925925934,14,2748,67.6105531918386,0
1103,I5ad2f02516917bbd02aa0eb4fb6b05d4b06dc670,1548082678,0,0,2,2,0,14,0,0,0,0,10,10,2,0,0,8,0,2,2,1,1,1,0.0,2,1,76,0,6,0.0,9,2739,67.5949343997349,0
1104,I1a636478bfae8cc0635a3e57be252126e69c19cd,1548082678,0,0,0,6,0,12,0,0,0,0,10,10,2,0,0,3,0,1,1,1,1,1,0.0,11,6,71,0,3,399.61800925925934,5,2738,69.58943210456836,0
1105,I37e6e3aaba411858042afac02098ce9eaa06f258,1548082678,0,0,12,0,8,40,8,0,0,0,36,28,10,0,0,23,0,3,3,1,1,1,0.0,7,2,108,0,6,313.73740740740743,9,2751,64.02192722803282,0
1106,I1c6cc5ecdc44b81e5f3f9b7dc64c3653de5475ba,1548082678,0,0,36,18,14,222,16,0,6,4,238,236,36,4,28,93,2,6,1,1,1,1,0.0,5,2,323,0,7,247.95709490740742,12,2752,63.02490259355216,0
1107,I9cecd236a8df8a2c2972d5da6031a121f25b1daa,1548082678,0,0,6,2,0,16,0,0,0,0,18,18,4,2,0,10,0,3,4,1,1,1,0.0,9,2,84,0,6,399.61800925925934,8,2736,72.58098598952452,0
1108,Ife1d8e88387a32de63b0ef31f45499babdbdde3c,1548082678,0,0,6,4,2,23,2,0,0,0,18,18,4,2,0,5,0,2,3,1,1,1,0.0,13,12,90,0,5,399.61800925925934,9,2742,67.60160944304157,0
1109,I1e854ab81063601eb4ff159aabc559cb65ce6ece,1548082678,0,0,10,10,12,58,12,2,0,0,26,26,4,0,0,18,0,2,2,1,1,1,0.0,10,5,109,0,5,0.0,10,2738,68.59192824796902,0
1110,Id9e33104c9681dc9a57674c1648c994a503fa6b8,1548082678,0,0,12,415,12,477,12,2,0,0,41,37,18,0,0,32,0,2,2,1,3,3,1.3709505944546687,4,1,863,0,22,1.062337962962963,157,2749,65.61602470075862,0
1111,Id25eb523c12c07cbd14e31edfb8b5d7ec9b3ccf3,1548082678,0,0,8,2,2,48,2,0,0,0,36,36,4,2,2,3,0,2,1,1,1,1,0.0,5,1,86,0,2,399.61800925925934,4,2737,71.58396135504384,0
1112,Iacfc24def0b07f8deaa484ab37d7a64e257a95d8,1548085679,0,0,634,291,153,4025,173,20,4,14,3286,3264,809,88,223,864,0,10,4,1,11,21,3.9484512922430985,169,86,3911,0,11,68.59229772927691,311,2720,114.07008489053301,0
1113,I972f104a5c2721b9d9619e01a3938e33bbe95223,1548085679,0,0,1100,396,448,4872,474,130,32,86,3704,3490,744,194,392,1462,6,0,0,1,8,58,5.778865654770433,77,69,5615,0,9,66.88947657247765,465,2818,91.42521606757029,0
1114,I39e28ef7484cddbccb29e08a1d692de7efc329e9,1548085679,0,0,32,12,5,147,5,1,0,0,61,61,34,11,1,35,0,0,0,1,2,3,1.0970817135542688,35,35,222,0,6,20.549058641975307,28,2802,96.05539603738028,0
1115,I7efec86775b4322c485caa497a4804d2c0dab019,1548085679,0,0,58,10,26,313,26,4,0,0,179,159,110,6,2,79,0,0,0,1,2,2,0.9544340029249648,3,21,515,0,7,12.729050925925925,53,2810,93.2499101635023,0
1116,I831289b542e301f9c2e5d6d19c7d2a2cc5930dab,1548086353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,2,2,26,0,6,138.7297337962963,45,52,11.339681735077116,0
1117,I4701eb3661ed91792acff45325b28e996a5ad65c,1548091853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0.6748523482238367,117,93,583,0,9,431.42950038580256,95,51,7.321988671450937,0
1118,I0c6b498dca49b574eaa6fab3f1af73c03ffb0fc3,1548111769,1,1,877,192,543,3680,641,64,49,72,2386,2080,419,162,153,1024,8,26,12,2,2,4,1.5520418821010875,417,14,4166,1,36,36.649809027777785,186,191,70.58928224309531,0
1119,Ife75bdfe8555591515b88f87a4906fc352fe6479,1548113243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,42,14,296,0,5,108.30712962962966,16,1996,26.369575061723054,0
1120,I227242b77485b407fb555b603de4b1378bc4c118,1548114097,0,0,34,8,24,104,26,2,0,0,135,111,72,8,2,69,0,2,2,2,3,3,1.1042712693386636,22,15,544,0,17,81.91060956790123,33,118,39.179905931807816,0
1121,Ib0af75fb628e39dac039917362f2002e4c1fd858,1548115626,0,0,40,12,16,174,18,0,0,0,104,104,94,2,0,76,2,2,2,1,1,1,0.0,2,2,360,1,2,147.48033564814816,4,5576,58.064451236579636,0
1122,I34135c3c03cd7ef0248656b301d627a0904b429a,1548116897,0,0,42,0,30,128,36,0,0,0,78,78,8,12,0,50,0,0,0,1,1,1,0.0,1,2,152,0,3,146.9174189814815,8,14252,67.83703762936915,0
1123,I4535a2c2917cb07db5cb98a6e6bd2a4db83257b9,1548117573,1,1,238,70,152,1021,166,12,28,12,800,704,113,42,70,260,0,12,12,1,3,3,1.3382689280764644,11,4,1312,1,21,77.97716435185184,78,620,7.280466790533452,0
1124,I6b8c351ab24ade0c5af08cee8b0f17fc886f2926,1548123221,0,0,144,36,24,574,24,8,4,8,476,462,34,28,62,64,0,8,8,1,1,1,0.0,2,1,437,1,14,90.38807870370371,34,580,3.2361401843475384,0
1125,Iffb4372b9234f86485f341b56a71d1afdbde6fd7,1548123832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.8112781244591328,4,4,27,1,2,677.9821122685186,4,32,3.0949320095165334,0
1126,I90091e6fe43cebd03ef772ebff2e77007ab57f32,1548124201,0,0,226,70,190,1073,227,16,4,12,889,705,208,22,74,402,0,6,6,1,1,1,0.0,2,2,1507,1,18,153.36484953703703,109,622,4.276401667789163,0
1127,I423c07c9bf7a47e670c0fe83e8108e5cfa826d39,1548125071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,190,0,6,0.6565393518518519,41,30,1.09482814378132,0
1128,Ia7bf8677f9e3b7ed3cdf05efe76c1ef074d90646,1548125529,0,0,22,16,10,150,12,0,0,0,98,98,20,4,4,38,0,8,8,1,1,1,0.0,1,1,252,0,3,103.71877314814813,6,426,12.199558862544157,0
1129,I001d8a67b008155049f6138edc27e046fa9be87b,1548127155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,17,0,3,63.185173611111104,7,18,1.0,0
1130,I683ce54f7abe26e58380a08b31052aa295a7377f,1548127280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,1,333,0,6,6.59894675925926,40,5575,57.76580406110858,0
1131,I0b804220ea03e4f18f3c9920d2844baad0e68dff,1548127764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.8631205685666309,5,2,258,1,4,212.168425925926,12,499,17.523448206274495,0
1132,I4f23438495f4d692d30a321aedf000ae8840e8dc,1548127873,0,0,12,8,4,44,4,4,0,0,36,36,14,4,0,22,0,0,0,2,2,3,1.095720799937063,42,62,507,0,8,758.3804475308642,77,5527,575.5799414468493,0
1133,I0d49f2995f55dae2a6349504a2a63e1c3723319f,1548128561,1,1,2219,4623,1068,15055,1268,36,170,378,4800,4106,1717,442,234,1390,36,20,10,1,2,5,1.8612624086353418,33,2,18325,1,27,0.0,429,56,33.0,0
1134,I2811ccd0339cdc1c74b42cce2ea003f07a2ce9e1,1548129814,0,0,209,14,53,905,67,12,23,15,926,891,142,32,58,201,4,30,0,2,4,4,1.8361197340182267,120,2,1422,0,18,36.03929398148148,59,18,4.0,0
1135,I41a1c236f03d1eeaf6c0ef648a76554389597123,1548132356,1,1,31,7,50,114,63,4,2,6,262,157,85,1,10,138,0,0,0,1,2,2,0.9777945702913884,89,71,387,1,2,54.327910879629634,9,1015,88.32406706362669,0
1136,Ibf8661c224e8a1224762bdb23d0a329176e0d6fd,1548135363,0,0,442,96,351,2954,442,62,34,42,2523,2175,697,75,143,1243,2,90,38,4,4,4,1.158071533951187,201,0,9246,0,30,48.83888020833334,458,25,12.0,0
