Unnamed: 0,_id,date,bug,__,bns,lbs,ats
1180,I1a2826077584dda8833ffd70bd3637ca6390f363,1548834022,0,0,0,0,0.0
1181,I8d81969ee8fb1eb985c67be7749d026aab65a149,1547704291,0,0,0,0,0.0
1182,Ie2e1854e0d72648ce57cb56a69a7eb85cb0e8381,1541482414,0,0,0,0,0.0
1183,I619e8365dfb2018000851714354fc3239e04b412,1548729372,0,0,0,0,0.0
1184,I90c99b4fde04e37e14770c1c1f509c0efca8b512,1543456465,0,0,0,0,0.0
1185,Ifee7ed5bf9cd6490a46c6f54e729926399474d56,1547773939,0,0,0,0,0.0
1186,Id264ae93407e24bbb6e3573e344f6942a018beb3,1548735548,1,1,0,0,0.0
1187,Icea8ae369b6001da78eb07c6e498c5bb328a64ed,1548698798,0,0,0,0,0.0
1188,Idab0ed7f272d5765c424197e95f91f0230dadb80,1548780085,0,0,0,0,0.0
1189,I84140a8cbf6b88ab02fdf1e90b5ca23a31a3d619,1548686330,0,0,0,0,0.0
1190,I98aba597a4a234db11392d26cb28c40c3708be6f,1548942622,0,0,0,0,0.0
1191,Icbaf6d26b690ba97056c45ea12760da0b1842d49,1548932778,0,0,0,0,0.0
1192,I170fede1fba96fc646c619a5ae6d001cd215b234,1548923467,0,0,0,0,0.0
1193,I60ebccca14cfdc5619bb763424f1289a44e3ed89,1548937030,1,1,5,0,30.499768920928933
1194,Ib0d6d7935e509a2bfa36edaaf35ceefd128d3a1c,1548849550,0,0,0,0,0.0
1195,Ida2f3a4d77efcb98d99a1aa4bcbb418c8cbfc718,1548926462,1,1,1,0,0.16456735357029253
1196,Ide6f979c0b229ff0c76a5e75f56294bbabd51fe0,1548638898,0,0,0,0,0.0
1197,I47490aae4167cc8e26b3a3b56702acc9ce2f075f,1548933599,0,0,0,0,0.0
1198,I4b9e5bb4041045ed71c8a4c707a36ecb40709a3d,1548723897,0,0,0,0,0.0
1199,I55dcc92140f8c35f4658b924f39f9a37866813f8,1548904478,0,0,0,0,0.0
1200,I2a5a898f4f1af326ba8cd02a0d4bd1a8e2c76d2a,1547885550,0,0,0,0,0.0
1201,I0dc94163c8aab4871a0ec3d4929c9a6ea98ad807,1548727056,0,0,0,0,0.0
1202,Iabae72ceef95d4f76f6eaf32c840fb84e2f7de32,1548926439,0,0,0,0,0.0
1203,If9026cd06750984ce6f717cfec2328a398dcf3dc,1548899546,1,1,2,0,1.340033500837521
1204,Ia3377dff485a10d5496b91cd4dcb5b50745fbd66,1548723065,0,0,0,0,0.0
1205,I083ac2eef4625a60d815f5c2a22c09c0b6de5968,1548723114,0,0,0,0,0.0
1206,I68d7452a39df74d8c22ae42eb7f6afca7075a07a,1548925379,0,0,0,0,0.0
1207,I70cb3f61d75e555012b735ee47c129a09a9b06c7,1548746647,1,1,0,0,0.0
1208,I88557087a047367dcc50b46378f2ff88e14a7e74,1548899604,0,0,0,0,0.0
1209,If47faa62795e0632c53a5a3a80a9facb82eddc1f,1548925261,0,0,0,0,0.0
1210,Idf362b32071d36baabb8d2afe8bdaf3bc67f9a78,1548921107,1,1,1,0,0.3230764053262735
1211,I3ef1e332874469c65c0b3dc672241e7e75223df4,1548922758,0,0,0,0,0.0
1212,I841a57f53fb05f17c3b9f5e50859eede23d5bcb1,1548922164,0,0,0,0,0.0
1213,Ia964d295351eae851ceace78596121fbfcd873d4,1548399972,0,0,0,0,0.0
1214,Ic3726b03041d332d75c2c170dfc25966d53afe61,1548235212,1,1,0,0,0.0
1215,Ia334896b98036057ac6007a700a268aa557250a9,1548680420,1,1,0,0,0.0
1216,I022a74a00f0cf685ee198a6c8f9620b78df62c18,1547810311,0,0,0,0,0.0
1217,I14ea3667721af7d8ff627a8aa4ce0224626206e8,1542196398,1,1,0,0,0.0
1218,I757fdcb74fa4abe5978a2b2e6a3f7039f9bdf9ba,1548870791,0,0,0,0,0.0
1219,I7ac30731e486a4a89ea70a12d54e499248d6989a,1548912625,0,0,0,0,0.0
1220,I26a19d5b4378ede221d184618c85c61f7ff6b2ec,1544627867,0,0,0,0,0.0
1221,Ib85985ce8ca69a0d3c5f07d527ff3a0f593921f3,1548912743,0,0,0,0,0.0
1222,I0d0ab67238d871513f55b260f1a545b07d3a443b,1548913601,0,0,0,0,0.0
1223,I3d3ec1f5fd4cfd720ae010bc69a0518fe3706e70,1548849840,0,0,0,0,0.0
1224,I81c2886d30155b2dddff2c69f99e71643650e03e,1548905727,0,0,0,0,0.0
1225,I4e7d2fd8e0198baa76a1ede03f0612d81327915c,1548905727,0,0,0,0,0.0
1226,I4911bdd08944e1d7072736d03ae23430e710d6f5,1548905727,0,0,0,0,0.0
1227,Ib2036fc34a135e8d85b3c7323fc82e95fcacf0bb,1547720537,0,0,0,0,0.0
1228,Ie4a22dbb75d216d171f8a3d9e4bc218a7aeb17ee,1548904857,0,0,0,0,0.0
1229,I60e8f829a73585f96420f3df4b1c478f6c2b0307,1548903077,0,0,0,0,0.0
1230,I5c4b12b5c3cee4831f28372b6519dc8c60279cef,1548900674,0,0,1,0,0.01789664686435833
1231,I17bb1e0b6f67a311bd8587c664724f5491511a3c,1548836484,0,0,0,0,0.0
1232,I92f420f5d470c96e40e23b42d5d03b3cdf37a657,1548746907,0,0,2,0,7.722580744157307
1233,I1c7bf3a0ec8e0580ac3cedd797bec7994252d0a9,1548825443,0,0,0,0,0.0
1234,I350b590c6b715661746ae6750b86523311cdcb8f,1548836949,0,0,0,0,0.0
1235,I2542e76f0e4792db126add0dc53d281f122cebc9,1548893849,0,0,0,0,0.0
1236,I782647b21f8bfea412c5b487f53d8764ff2926db,1548835909,0,0,0,0,0.0
1237,If93ba21abb695be0c7dff6ff490e30733a894d05,1548861987,0,0,0,0,0.0
1238,I3488ab140ca025db8aab9c511fe046355f37ab5d,1548885280,0,0,1,0,0.13535403539884008
1239,I9f7dc364305579b60a0f19be1322a24a35be77a8,1548732327,1,1,1,0,1.0200226671703816
1240,I77308a269423a14d36e33797b77ec95c98b5ef14,1548884260,0,0,1,0,0.1355706677796851
1241,Iaf827f34ff5ce552c489f334946d3aea71d879e4,1548708944,1,1,2,0,1.0517637912982938
1242,I571d698351fcc882564f77ef38dc06661aefbef9,1548778056,0,0,0,0,0.0
1243,Idf20e556b51ece306ab47ee45976cd16ae12310c,1548835070,1,1,1,0,0.1739119932850647
1244,Ieb11ce0b7c7852cddaea5b326687ed8017651a37,1548867979,1,1,0,0,0.0
1245,Icc96f0c70dbb60c8ff141bd2a7d79faf63679c52,1548868567,0,0,1,0,0.01801646629951166
1246,I646a5262ca4e856c26d8152ea4b1c986f8ce94bf,1548868466,0,0,1,0,0.018016845750776972
1247,I6db8e030af6bcec9c50065cb66211280d366dfa8,1548813173,0,0,0,0,0.0
1248,Ia16dc1aaa5082bbab4ef9c970ff63024ab61236b,1548791594,0,0,0,0,0.0
1249,Idae80a17ab0fbc99b60a952ddd2926cd79ffafe6,1548938549,0,0,0,0,0.0
1250,I11a22e345a12d9dbdadfceaf9f7fe543119d0964,1548851539,1,1,0,0,0.0
1251,I6e8abb6465df1242e382e26fbc37c78c543892b5,1549024464,0,0,1,0,3.1340684852002316
1252,Ie2b604b27d7c93af156fb930a0903c47d8a06e39,1549000621,1,1,0,0,0.0
1253,I963d1714c490bb7ea6bf593d480c3c1b69094ac6,1549009366,0,0,0,0,0.0
1254,If362867c9a91188209174fdc66b26a5c5571ab24,1549017846,0,0,0,0,0.0
1255,Ia9674add9e530daee2e9ff820168bcff9a19e9d2,1549015068,1,1,0,0,0.0
1256,If5d132fe3f616e9b15e18f68750b80019d716010,1548423512,0,0,0,0,0.0
1257,Idf6bf78cb3fa9256c538191583fc8c1cb6793666,1548759364,0,0,0,0,0.0
1258,I4c7cec8d5430292393ad13cc2aa85be1141bbc02,1548957868,0,0,0,0,0.0
1259,I913d2980d004b48c8e388366abdd5981c2cc8441,1398233802,1,1,0,0,0.0
1260,Iaa6e072e204ee38b5d89be818b0a2fad60229225,1549011738,0,0,0,0,0.0
1261,I3d64c405d6ac4432ad0716376f07447b340cdbda,1549009569,0,0,0,0,0.0
1262,I7b6c8c2ab98b444e3ab5c879987d2450c421dcc7,1549004771,0,0,0,0,0.0
1263,I7846a16833f5ba657faffa54a5751ca60bc64d10,1548812908,0,0,0,0,0.0
1264,I9669f56c09d9f82b6b9585f68bf0131fbe44a5c8,1548169595,0,0,0,0,0.0
1265,I7605fd5298bcababbc7cb212e3eed077bc10ba0d,1531287669,0,0,0,0,0.0
1266,I8ade7f50ea83d35869c260be930972173dc66c47,1549004543,0,0,0,0,0.0
1267,I2782f3c3edd064834ff9a766d3e6b4620afe3b17,1526976131,0,0,0,0,0.0
1268,Id72d7b8917b7ff5c718b06f02a5d07a042e84b9b,1521492112,1,1,0,0,0.0
1269,If3e0af495fdf53d09e8fc7527269bb7d428691c5,1524454953,0,0,0,0,0.0
1270,Ia0050c2b00adc178e6c3b798c0b9174fb7ccfc5a,1548997728,0,0,0,0,0.0
1271,I23b2cd75cd30d6dbe693d1e7f5a9f942d31be35f,1548752356,0,0,0,0,0.0
1272,I6ac0501b7766d87bba8bacd29ef62bdc23b32a63,1548993192,0,0,0,0,0.0
1273,If566d10d28fc805172727c4cc1e0dd64caeea6fe,1548993192,0,0,0,0,0.0
1274,I1a6e1b7006397c53e77f0d9319d2bf0cd9acad58,1548996896,0,0,0,0,0.0
1275,Ic0207af4a76ec4b8ffab55cac892516eafaca8c0,1548644797,0,0,0,0,0.0
1276,I9b43a9c4e7ec27125a37cc3f167184dac90909e0,1548834414,0,0,0,0,0.0
1277,If003693668a0e6621113e9a903890ffdd3ea446a,1547772118,0,0,0,0,0.0
1278,Id9fb4588b93707fa09f6824e3453a7b8d7c2c281,1548943496,0,0,0,0,0.0
1279,I68dd9c4b6937d9d5e2fd16f148c1351925f898ad,1548057507,1,1,1,0,0.021683737172024063
1280,I2be10c6802463105e172acbd4e768d848235f95e,1548989614,0,0,0,0,0.0
1281,I7f80960267775bb4d3cb1e67d7f88284590049b8,1548986393,1,1,0,0,0.0
1282,I1f03cb6e845afa5a599b5f44b3196179357abf71,1548988738,1,1,0,0,0.0
1283,Ib72b3be33bca0607369de647b8f953a181508074,1548985623,0,0,0,0,0.0
1284,Icecc1eed43f14d69f9eedddb593c10f12cadf23c,1548976089,0,0,0,0,0.0
1285,I4f5e67f395cb7876222acf11869d55b3c43eaac8,1548983584,1,1,0,0,0.0
1286,I07418d8caabd73121da8515e0a740ee419c12b9c,1548976185,0,0,0,0,0.0
1287,Idc39cdd3f84fe7cbb14af6b7f6a65a30842648f5,1548953165,0,0,0,0,0.0
1288,I103f9d94550562afc914043051e0a489a991a57b,1548941375,1,1,0,0,0.0
1289,I3a9c692383c5c9d8c465d9ecbc66463b39d5199d,1548768583,1,1,0,0,0.0
1290,I2271f81bb5ec88ecdaae9bcf9f6e70870fd1f3bb,1548962658,0,0,0,0,0.0
1291,I67c36bafbd2e4926abd61d88d0d1075e1607cd55,1548893008,0,0,0,0,0.0
1292,I2c779d2abff053ad31905f452977c053691f5171,1548966297,0,0,0,0,0.0
1293,I5c7eb785db814cf583be8901d1ef873d1868a854,1547539390,1,1,0,0,0.0
1294,Ib70c345fd6e630aa0a6df1837ed655767a484d72,1548925215,0,0,0,0,0.0
1295,I2b130ca70333744883a7cffa028b261a3f54b69a,1548856165,0,0,0,0,0.0
1296,I526a34268959fe331bae358cce78e26d55eafd18,1548423512,0,0,0,0,0.0
1297,Ic9035a928f922174d447835574314560b19aede5,1548423512,0,0,0,0,0.0
1298,I44f3fdcb1e86e14295fa92e1c24aaf123cb42074,1548423512,0,0,0,0,0.0
1299,Ic01069bb94b0b6148978fa01f1d8d7594040a21a,1548178535,0,0,0,0,0.0
1300,I5e0e6e5f57e5208c13508c15c54a6dddb6f41a1c,1548943218,0,0,0,0,0.0
1301,Ic052e32df65a81e8101e2d09563550a85b606c52,1548954242,0,0,0,0,0.0
1302,I639135c1adac83f316da9145fdbc4e89df37ba80,1545310331,0,0,0,0,0.0
1303,I1150d6f14516ea7683acda99d5ed7510dd7e3110,1548423512,0,0,0,0,0.0
1304,I63e568295492800ec80829049e3a5c238470e7f5,1548178535,0,0,0,0,0.0
1305,Iec9ee3c6c9d68528155e82903577b3f157e036b7,1537795137,0,0,0,0,0.0
1306,I37b7480ba0d726e6a6c313fb821b6f710f49446a,1549109753,0,0,0,0,0.0
1307,Ibbcf013eb930b96771f0f273d4328142e6420d97,1549109918,0,0,0,0,0.0
1308,Iae34b7fff5713f451ec15028819e34c8be5a433d,1548849550,0,0,0,0,0.0
1309,I5dd34755d3fcc6483af8f5ec2710f143febd6983,1549101112,0,0,0,0,0.0
1310,Ia493367eb06c1ac74e7043ee579009a490d51eee,1549096018,1,1,2,0,0.3446451828414581
1311,If24c1da2285522587676d7fc6a7a2bf4a7c1a0ba,1549074615,0,0,0,0,0.0
1312,Ib27ba47fd9abcad1575ef0ac7e1623294ff59721,1549022005,0,0,0,0,0.0
1313,I7f7e22b90d5469bdc69edd126b03d0f1209fd0ba,1547886425,0,0,0,0,0.0
1314,I5bf62f8928dca3cf9ff159fc7333fe4fd0f9742c,1549071930,1,1,4,0,0.20781169951005507
1315,Ifa9b0e1fad047babed25f47dde1cb969bff4432a,1549078797,0,0,0,0,0.0
1316,I89bba1bd56b40a3332f92cac3d49ed0e727b1949,1549029812,1,1,0,0,0.0
1317,I196e5eeb115da6095a51ebd3299c1f615695c285,1549070493,0,0,0,0,0.0
1318,Id4d4a65a2fbf506403a9244d1344d0fa8e79048a,1549034532,0,0,0,0,0.0
1319,I19306ce5e3b97bb652358c2f916ca1ac9612165e,1547439084,0,0,0,0,0.0
1320,I4f443f95c1a9bff7150abec323ab8afc576d5f00,1548370392,0,0,0,0,0.0
1321,I891138fc4b8452bcafd911e4d6431a39b5e7bada,1548973572,0,0,0,0,0.0
1322,I0a0b43fe50cc4568291c67e6793bf4a919874c70,1548416892,0,0,0,0,0.0
1323,Ib03a06f1407016556aff78cef9112e47ce001983,1549201454,1,1,0,0,0.0
1324,I3c3d5f4d4794f866261f62b4f458b7eadb064b54,1549028251,0,0,0,0,0.0
1325,I6cad2c3600da5e00f9c0bb6821e48e6e658adb4f,1548934646,0,0,0,0,0.0
1326,I8154420ae6387fa291ab0c998a002f1bed919e34,1547365138,0,0,0,0,0.0
1327,I575a3a133140f0406f0a73d464e6e779301985f5,1549171489,0,0,0,0,0.0
1328,I5c09bbcdab4b8996afb81083259542d655582d69,1549178461,1,1,0,0,0.0
1329,I0d7b92ec39b09641b2fd20e2c79a77a873ea1e81,1548660463,1,1,2,0,0.8971669561197659
1330,I8cec430542882e8a834e425841ff67eb0b3e2c5e,1549002572,0,0,0,0,0.0
1331,I5888399a8c45d60456dbf0c1c501e8bcce4caaea,1549173455,0,0,0,0,0.0
1332,Ie92c02dafc6501c8642c3c47c3f4f4ead95ec962,1549281983,0,0,0,0,0.0
1333,I7cfdbac928626d44f2d5e4665ae7fb00dc391e83,1549281983,0,0,0,0,0.0
1334,I65f83a02f3606c6f67b8b2bdcbe9623a1ead652a,1549093828,1,1,0,0,0.0
1335,I551b7a45f7b2fbbd8cf94f0b7233dbd8a200520e,1548768172,0,0,0,0,0.0
1336,I312d5155cfa14e4a77740ea58587513202f67093,1549141400,0,0,0,0,0.0
1337,I790a095de94618c554057f2860a208811feb4e10,1548941189,0,0,0,0,0.0
1338,Icd9c509c18af649d8d80f9a6e8102710e544dfce,1549292862,1,1,0,0,0.0
1339,I07b032374a5e7ffd537d7889aebf46903443c457,1549104509,0,0,0,0,0.0
1340,I99880a4e829f66bf5b1921a7588f0b0693f304e9,1547259842,0,0,0,0,0.0
1341,I9e1f79efa65aa9b70f745aaf27ab72df866de5c3,1549265600,0,0,0,0,0.0
1342,I8876598dde088b924910d9cd4b8c04205f3ccb75,1549264645,0,0,1,0,0.07710815847154494
1343,Id4efd833cd5307aea98576f2675b8a6d69211d79,1549260107,0,0,0,0,0.0
1344,I7d175ce836d65f7a67755ff6b3fdff5f84cc0faf,1548850897,0,0,1,0,0.19609222689504754
1345,I88d6484bddd8fe0594a306af6ba81fbcb347e7c3,1549283393,0,0,0,0,0.0
1346,Id62811b890377e2a27de75f2f09679f9aed4476f,1549152875,0,0,0,0,0.0
1347,I43f139a0b8d8b41820c64189767377ebb6fc9db5,1548936354,0,0,5,0,5.475110223077257
1348,Ib7af041b1e8ac0f0dba5c45fda6ef93188674bb3,1546761830,0,0,0,0,0.0
1349,I7f4f92616e27ccde5b297373a00c6c03b299b0e7,1549279926,0,0,0,0,0.0
1350,If3cab6fb101dfff1c4e903db468e9a1eb5c8c765,1549277274,0,0,0,0,0.0
1351,I8e0176d959ae7aec10e31b20f8a335e61d69bf8b,1549267231,0,0,0,0,0.0
1352,Ia3d7a5fc191dbdd4de299c24444e0de5e55d3b19,1549281983,0,0,0,0,0.0
1353,Ide85cd1cf144a7945e09890751b9b3a6acff7e3d,1547815533,0,0,0,0,0.0
1354,I6bc460d9bf5ee854137d730deeb3da28d7ecb60e,1541973288,0,0,0,0,0.0
1355,I689ddcfdd2a6e21ea45a101abbe4b42d774e2010,1549268361,0,0,0,0,0.0
1356,I9a0e965dd43d6325e759ddeefa2ea4274a43caba,1549262695,0,0,0,0,0.0
1357,Ia1ec759a235564a4b027ad78b7f38bbe64664d0c,1549264307,0,0,0,0,0.0
1358,I635b4b6e1aa053d2a1c37c06ed96884f0af7f693,1549267103,0,0,0,0,0.0
1359,Iefaad578698624f5965b2cbf7fa07b249a32b438,1549267486,0,0,0,0,0.0
1360,Ida6fda8369b8c42b23d08dbceb91b5d89366d0a1,1544142331,0,0,0,0,0.0
1361,Iac43909e5b3b1d674d414e2c56039da105a359bb,1549009187,0,0,0,0,0.0
1362,I01f9d4b82d820856d66415454c5864c7ee5291d8,1549263556,0,0,0,0,0.0
1363,Id71ce45558314f36c2f81539f5d5eaa9839af740,1548887160,0,0,0,0,0.0
1364,Id532628bb5d86d1d6b2fb8b4c9911b1efde0ecd2,1549257984,0,0,0,0,0.0
1365,If646733d1a0fa17f13bfa1cc951ff08cabe69190,1549251078,0,0,0,0,0.0
1366,Ie12d9e4011bd8bec9ca53a707d89ea2dde951fc8,1548957868,0,0,0,0,0.0
1367,I5b412c36e88ce57e760c6fc65457c13c12a5534c,1542590666,1,1,0,0,0.0
1368,I751ec010dab13c4c725fbdf142af664d3eba3836,1549253717,0,0,0,0,0.0
1369,I225a352bc7e92a89625a6eeeaa04d5d4acdaa370,1549253022,0,0,0,0,0.0
1370,I64f2a125738e16d5a952fba1b8f552f3f50b7ce4,1549195329,0,0,0,0,0.0
1371,I5cccc2d9ef78915803a4029f75717d972fb5973e,1549250326,1,1,1,0,0.01668800310273243
1372,Ica1049ed2171706b0f57293c8f646494f03143da,1543394311,0,0,0,0,0.0
1373,I167eb7bcdeda257af27a01da1c053778fe7a3786,1548913419,1,1,0,0,0.0
1374,I87a0eb96f26777464b56ae6bdba15c1d9c6f47a1,1549246520,1,1,0,0,0.0
1375,I3d4c90a56f329b1ce647f1b5d7838ba4e98a2994,1549244660,0,0,0,0,0.0
1376,Id06278772b0f719ad3cf767456150198af5a9f2d,1549245756,0,0,0,0,0.0
1377,I9494092dc2e266c612289e7a3eb905a154fa38c4,1549093374,0,0,0,0,0.0
1378,I1da500e0c91d33c7012e0234360fa3ec0253be06,1549244095,0,0,0,0,0.0
1379,Ie138348c20a0eb06c709625fa4b1a5f213912219,1549244264,0,0,0,0,0.0
1380,Iccf33a9e1995c00489d2dae9e8dc3f8c097723a9,1549243307,0,0,2,0,0.5121760368007967
1381,I77bf8fa01b19b5bae1025c786e0231841f939c3a,1548810154,1,1,0,0,0.0
1382,I166b7bb62086e0aecfed2c64f06e589d47835ed6,1549074232,1,1,0,0,0.0
1383,I23ca34e702bafd7c53d2021a8938147255cdf2f7,1549192272,0,0,1,0,0.04549442008831393
1384,I90e29bb9c27d8b3bcb9fc955b97d8b3bcf9126d6,1549192272,0,0,0,0,0.0
1385,I76c01a1e8c2be5f76ce1a3487825a8f4e3c4fc40,1549170253,0,0,0,0,0.0
1386,I38c28303d56b0025f9bf6edbd76074ddce08824a,1549093592,0,0,0,0,0.0
1387,Ibd56e7b4ccc72ce6aa2ea572154bc02fa897fe4e,1549003546,0,0,0,0,0.0
1388,Ic05e7a57bca54ce0cff72bfffd6c13971438e698,1549378699,0,0,0,0,0.0
1389,Icac1459f3bf2d6b1fd6370475730fb47cfabfc2c,1549352695,0,0,1,0,0.3077306644346696
1390,I828683dda5ee576398f94cb5f865602478792a05,1547122281,0,0,0,0,0.0
1391,Ic59c273d50aa5158886ea775c281d69f99077515,1548495084,0,0,0,0,0.0
1392,I0888b2673ca1e30a60b6e5894ebe9d520a46f88f,1549291661,0,0,0,0,0.0
1393,I2317b83d7411940fa366b714b6b7ef55516ce179,1549317507,0,0,0,0,0.0
1394,Icf1215219cf713112ffd94192456b2b978a85817,1549265306,0,0,0,0,0.0
1395,I57f93471af8db75cf3628b10a3543092c59c7c11,1549358363,0,0,1,0,0.012857980921970808
1396,I5d3895e1c66e2e4d798e29c04320ac83263c9e28,1549345073,0,0,0,0,0.0
1397,Ife22141c523f16633adcab9bc14f12fbd60db16c,1549367873,0,0,0,0,0.0
1398,Ib207a1bc8c7ff7a6aed85c2dc6e8ebe5420b1252,1549089478,1,1,0,0,0.0
1399,I10582437450ee9c49e411d78c17e1b8f96504fbc,1549351063,0,0,0,0,0.0
1400,Ie1d3504eca532fdb9e33763c98434e33ca53be01,1548847248,0,0,1,0,0.06694804475290825
1401,Ib6682be7de912f1887b72b15b448fc5ce311ca58,1549351598,0,0,0,0,0.0
1402,Ide8701fa4cd24bb014f1b74aa4e3ee1e6f8533e9,1548741242,1,1,1,0,0.1961064694707168
1403,Ifd5a358df137fe36376394e8b1ba2057957a1b3c,1548741242,1,1,1,0,0.1961064694707168
1404,Ia1d4bdf9a55f83658b13cc8c64219efbd1175097,1549355057,1,1,0,0,0.0
1405,I54623be2c2ce661aef44ddc3ee0e64b9adcc86bf,1549261227,0,0,0,0,0.0
1406,Ie05f744adaa9d8ba42850968fe4ae4993ff328b2,1549358289,0,0,0,0,0.0
1407,Ie42cc41ed40bee95718fef30d12530a0e5244d71,1549348104,0,0,0,0,0.0
1408,I9675e2101c5e7146b9d42abfd57315a11d293704,1548741242,1,1,1,0,0.1961064694707168
1409,Idb1a5f043aa8a555454e16b3cfb60283e0b68e74,1549350800,0,0,0,0,0.0
1410,I662990fa97a0130f24ee0ff8582704c6583d571f,1549259295,0,0,0,0,0.0
1411,Iad9e170903a3f6745e1debfdccc8fb8e16da022f,1548741242,1,1,2,0,43200.09805323474
1412,I2180052fc9304bc0264407420ba0c99d62b92dab,1548942984,0,0,0,0,0.0
1413,I8bcb4427273ea9ec0e68f48fdaf742e9d744f079,1546997442,0,0,0,0,0.0
1414,Ie899a15a3bcd7524c6aa895cb445a224473cba0f,1549298859,0,0,0,0,0.0
1415,Ie1abea0139d39a66b997ccef18ac4d7189d1fe3a,1549019401,0,0,0,0,0.0
1416,I86ca0f96a7fb76685ad9b26a7148fb90edea8f69,1549014394,0,0,0,0,0.0
1417,Ia4005a682972997449ff996b1059e2ee797d1abf,1549343592,0,0,0,0,0.0
1418,I46d709b8e1929a872dc19a106edd30ecf52e327b,1549339727,0,0,0,0,0.0
1419,I46ed8549e77c69f4d0c07006086d670097c99df0,1549348295,0,0,0,0,0.0
1420,I7e060b3ac4fb1bd26d532f7c4c4d071160a139a4,1549292653,1,1,0,0,0.0
1421,I14b16d33e493cc9d4a7fe833b1fd29a42f4822b5,1546340790,0,0,0,0,0.0
1422,If0b7aca3f6ca008b8db60c2c31fda1e29c5917a5,1549345610,0,0,1,0,282.35294117647067
1423,Ib97310b412849bb568e6dd6c3f13f3685d5a988e,1549344715,0,0,0,0,0.0
1424,I33114ac3dbb3004e96e65c3944e9cb9085d11d82,1549343721,0,0,0,0,0.0
1425,If7e66838871ed0b54059114462ebecb7861e8372,1549345304,1,1,0,0,0.0
1426,If508bd08057bbe7aeaa4043bc66f0b03451e32fa,1549335128,0,0,2,0,0.06620476582362866
1427,Id7c14b47eadab9806503ee1d7ef98c7db7c4ef53,1549344261,0,0,0,0,0.0
1428,I165ee878681edf0b242c23abdb08a94494001617,1548982973,0,0,0,0,0.0
1429,I92db18f52ab29b4a53182701ec2beef6ff7ed268,1548742018,1,1,0,0,0.0
1430,I2b25f7804b54c1666c1031d702953ed2fa19884a,1548742018,0,0,0,0,0.0
1431,I27400df41c1b6a4ed35a9db13f865a45e715f4fb,1548742018,0,0,0,0,0.0
1432,I54d4847c122dbcce97537eed19f7705a2140801d,1548742018,1,1,0,0,0.0
1433,I49e196d5bc7472406b423a91bec88a93e8351247,1548742018,0,0,0,0,0.0
1434,I94559aec2ad97f10e0974fbb3ea2af31c40a8dba,1548742018,0,0,0,0,0.0
1435,I3b1fa0cb5503f76365da2773c293d7768628ac8f,1548742018,1,1,2,0,55.76798392739888
1436,I5839cc9e6a9d03c1e1d51612d5146a82aa81d814,1548742018,0,0,0,0,0.0
1437,I516af8ad01f17e6dc9ab474553eaf4f7ef790e4c,1548742018,0,0,0,0,0.0
1438,Ic9ae214717a8e176351b8f921cdfbd66aaa34055,1548742018,0,0,0,0,0.0
1439,Id9215543c6d5ac5412294e1f11e562433a6cfc99,1548742018,0,0,0,0,0.0
1440,If69781d45fc249fc64f9ac6e543780867404e39c,1549334224,0,0,0,0,0.0
1441,I1f9f85baa8b350bcd06e4ce3c973ec8335d8d85e,1549342678,0,0,0,0,0.0
1442,I4cca85898337f9fe07d3a2a68e280dc92e8bbe1f,1549341411,1,1,0,0,0.0
1443,I8c59c58fa54ebc01caf4a183fc31e2b50e4952d7,1547159518,0,0,0,0,0.0
1444,Ia210b906527e189a6e00b236bd9c823dbf03edd1,1547159388,1,1,0,0,0.0
1445,Ibe7dac14f467a0a8294ffa56274de89c25550ece,1549334224,1,1,0,0,0.0
1446,Ifa2148d936fe4d5c23ab9afd49b76e9300ff83de,1549322774,0,0,1,0,0.2547244906984286
1447,I0f2b6ee5035a2680837a8b7b57ea9a99c1bf1692,1549329393,0,0,0,0,0.0
1448,I706431b2fa66cd45487e5173bdba20f14ddd442e,1549335187,0,0,0,0,0.0
1449,I3a547fe8bb27502a3b51d983a757e4a1a68b2a99,1549270058,0,0,0,0,0.0
1450,Ib03226ad9ecdf4bfcf789cd2b42f592b9a2b9021,1549237280,1,1,0,0,0.0
1451,Icc30e2bc3d562fe93f1a827344806d23280ccee1,1549331458,0,0,0,0,0.0
1452,I7c46ca6d347f9bcd17897d585e9aba75c0979561,1549330697,0,0,0,0,0.0
1453,I5521cec0d070487e670edf2fb097631e037f0b01,1549263916,0,0,0,0,0.0
1454,I949b75d5ba64ccf227d9e89fffaaea521602b19c,1549327462,0,0,0,0,0.0
1455,Iecbe16230124c81f4b62dbdb41c7f40e1483fe26,1549327065,0,0,0,0,0.0
1456,I322603ea7ddafdb36badd64aa3800ae48f73f747,1549324377,0,0,0,0,0.0
1457,I1780a6ca35ec2a944e616c703742707f79be2f12,1548825656,0,0,0,0,0.0
1458,I3e2bf981c5312e37702f5aaea1a44058b3d3a4f0,1547890374,0,0,0,0,0.0
1459,Idb3509e4236e9a0aa670c08f0c803ae04a75c67f,1549324369,0,0,0,0,0.0
1460,Idd4b994ef63e640d9e77ea610b1b75b64520e41d,1549153156,0,0,0,0,0.0
1461,I24bb63fc5e1241420f6fc72e8c4708d5201c4f2b,1549250143,0,0,1,0,0.01668859297970385
1462,Ib6ec87447a7b71c89c3bb3484cb806f0c0f764a1,1549296750,0,0,0,0,0.0
1463,I159b07b68e3572182d16c9bea4e16082c74e42e8,1549451213,1,1,0,0,0.0
