,_id,date,bug,__,asm,cf,nif,var,ifc,nel,lc,lcv,mc,fmc,md,sqa,smc,cmc,sw,nt,ntc
686,Iff5a904a192072f6d3860b11ae5e3ebfd88ae511,1547282682,0,0,2,0,0,7,0,0,0,0,5,5,1,1,0,3,0,0,0
687,Ie04576000204feb35e4d1e839c98df7ab596adbf,1547284262,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0
688,I2ebee837581d8e460f86650eafb74650ee670bc3,1547293138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,I13414371017095974e1186cda6e96c25640a2761,1547293138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,I9a6faa3a2f140777e507a2d63f8bd1d5156b08c0,1547293138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,Ife1307ab8abd9cb14832c1daa66214518d8ed83e,1547293138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,I2edb046ba672a32c34b311d93649f6dd51cce31a,1547294543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,I255d4d03a35bf7701b021339623dfb8c28d24c35,1547304945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,I56d6d57c4c49646a9c98d2d1ca01b1b1d92280cf,1547304945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,I2603eee7c6cbb0acbd45929cac6abf4d5f2b270c,1547305531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,Id57d42d10f96c550d56a2419224a211735a9d4a7,1547309756,1,1,12,0,3,55,6,0,0,0,41,38,4,3,5,14,0,1,0
697,I5f1baab3a74f8c77630dd9fabe6b86d3fb8bd0c1,1547310598,0,0,1,0,2,3,2,0,0,0,3,3,0,0,0,2,0,0,0
698,Id675321cc1fb022e93c5a3547ca35ac6a4c80043,1547338211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,I855d93a033665eeced2a259d8ba8687a7f5d162d,1547363725,1,1,4,0,0,13,-1,0,0,0,8,8,2,2,0,4,0,0,0
700,I8154420ae6387fa291ab0c998a002f1bed919e34,1547365138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,I45b93d060ce6a20ec04024ec332d8b39103dccb2,1547367861,0,0,-32,-19,-38,-205,-49,-5,0,0,-138,-118,-62,-2,-10,-81,0,-2,-2
702,Iac41237fa9ff9bd614aa33b051635c18f1674dd7,1547423575,1,1,21,13,2,72,2,0,0,0,63,51,18,7,7,29,2,5,3
703,I2725aeecd82fe2a33dac72a43e0d6de14aa3dd62,1547424331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,Ied1651a82e9a4831baacf0516ae430c066639692,1547424331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,I4513fa48b2e640017bf0a634e7ece4dbb1c3f71a,1547424339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,Id4c05d601e40987dfa7d146a57b8e823fc2ae682,1547424339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,I11820fa98cd61a56d07153e1dd99f7f89273bb3e,1547424349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Icc746729170e28a6da5e892c8c726fb3991c7d16,1547424349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,I2747fa6cc7e1b688dae68965d70044fa94d9bcb8,1547424357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,I9055e5ab761d976ccc365c36e4c92ef9da9373e5,1547424357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Id88d46ebba56c74896fc4f0323042cd6eef35027,1547429213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,Iafe92c5362314a2b582524410718b534798dc7ca,1547431591,0,0,5,6,8,25,8,0,0,0,98,93,43,2,3,51,0,3,3
713,Idd957d6e97ce56479684847589d6f8acd39801c6,1547432913,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,I7ac1f6629109dcea5a7eff20247a11bfd501a5f7,1547433385,0,0,14,0,2,34,2,0,0,0,32,21,7,3,5,21,0,2,0
715,I389def013b730eee6a5680bf47f07317424c154c,1547435222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Ibf11096b0700ce3da83cd6d07b67e210e9927e1a,1547438271,0,0,11,0,2,36,2,0,0,0,16,16,5,1,0,7,0,0,0
717,I75db302a292dc9e07dda7ffd38c7c2fd27374cf3,1547438805,0,0,-3,0,0,-16,0,0,-1,-1,-2,-2,0,-1,1,-1,0,0,0
718,I19306ce5e3b97bb652358c2f916ca1ac9612165e,1547439084,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
719,Ibc0f37212d51352d5d6527b7a93239fafd67e66d,1547439426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,I9f30bcc594d33482f0a8755ca477feb83df1970b,1547442945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Ib458e9041cc76971b9eeb36995576b4c05183244,1547447124,0,0,1,0,0,3,0,0,0,0,5,2,0,0,1,0,0,0,0
722,Ia1c76085c815df36276b6afa6793b15337bb31e0,1547447144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,Iee99a27e3a34e3ac35405462000c4b502f8c1ff3,1547447446,0,0,6,0,0,32,1,0,0,0,35,29,2,2,2,13,0,0,0
724,Iebda155b9c2b54fa5eaa69a6bee40c99938d9473,1547449871,0,0,2,0,2,5,2,0,0,0,1,0,0,0,0,3,0,0,0
725,If2fb42d206826f296613026971e2092d3a957f34,1547451522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,I7575f0f3d374e4acd2130e230bbd22ceb9c3151a,1547451947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,I2bbb4b9aac2826a8880e626782369a49228d88ad,1547451980,1,1,2,0,1,5,1,0,0,0,2,2,2,1,0,2,0,0,0
728,Ib201754a0879734d6d89a9dd5049e7d983d580ae,1547452661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,I7baee9fab4da90f0e6176d91214a26381380889e,1547457015,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,2,0,0,0
730,I01a34c0befbddcd526a2fc62f3331f1a2f428948,1547458010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,I1e454a04baec3fbf035717377f14dc343f077bd5,1547458010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,I0698ee6618d734fc129dd4f63fc047c1c17c94a9,1547463183,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0
733,I2005e6a6c213875f85da54d2dcf1164e41dece0e,1547463612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Icb21b612ad6ab95b5c67187f6e6a356453298910,1547465906,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
735,I4a2bc1bc293d2c52880a7c6143890e1da31238e8,1547466618,0,0,0,0,2,30,2,0,0,0,30,28,0,0,0,2,0,0,0
736,I329ef07c90e6051f393391b61cd0afaa23e819ec,1547466893,0,0,51,3,-5,502,-6,0,0,0,878,875,5,1,7,-4,0,0,0
737,Ie326129db90b1982fdcaa4f060e1562bb75499c3,1547468220,1,1,0,0,4,-1,3,0,0,0,3,0,1,-1,0,-3,0,0,0
738,I053db957e8f3b4a5366387e4fc9a85d35785d893,1547468583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,I9fe8cfb63358608700246d9a6c9355b53169045d,1547469631,1,1,10,0,5,58,12,0,5,10,34,33,5,3,4,14,1,0,0
740,Id6c771403cdaceda5bee128da2a1973502cee0fb,1547470621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,Ieee95aac99c7f945808ee071ae3ea58c88d94fc2,1547471701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,I76cf99d21b71665494cb8a42f996a512eb01d276,1547473417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,Ib448dc3bbd10cac41dc4ccd2e2f8afc41302a423,1547474455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,I586b450ab639cf175f80734cf4ab3986594e9528,1547474671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,I8e19f655c2a726f82868f316be3d1623d6bf25e7,1547475306,0,0,16,-1,3,73,3,0,4,13,66,64,7,3,8,19,0,1,4
746,Iba3928fa3bec7085260cf95b92303e1e669f826b,1547491660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Ib5d5a953d97d9b860d2374068c6fc420a3b6d4aa,1547504599,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
748,Ia2006fa94ee2cb6c9db6a61a1b61260d88bdb641,1547506659,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
749,I233b58f6a1f415d9b6c351746d41e8a2d32ca1c7,1547507759,0,0,-2,0,-1,-3,-1,0,0,0,-1,-1,0,-1,0,0,0,-1,-1
750,I65dea0f8f4481c292e065549ba891f9bc53a6463,1547510830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,Idc396bc624f2a9990065b23f76ff0883b447a29b,1547510830,0,0,3,0,2,22,2,1,0,0,7,7,3,1,1,5,0,1,1
752,I2cfb11c028429d224809c807f864672040f58a42,1547514102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,Ib039c7c6e316733e9256f61ae535486aa8d33a8a,1547514530,0,0,1,0,0,-2,0,0,0,0,-4,-4,0,0,0,1,0,0,0
754,I56d6ed22ebd5d4670f37a2fa795698895cadfa15,1547514530,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,0,0,0
755,I7ce197c6726fe58532dee12c9a9bb502166af1ac,1547515777,0,0,2,2,1,7,1,0,0,0,3,3,0,1,1,2,0,0,0
756,I62673258c96e30fa96b21ff56bdad3703a96af6f,1547517351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,If79409a6fbe91b06315d10e88ce1b0f3e269e0c0,1547518091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,I85c9fcaeeff1c0d24e8d55224c172f358b4ef108,1547519017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,Ibda2f5c4e22d18220b55d2fa73bf3dc2f8034f67,1547519063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,I298b8a6fe069e12970d6e8a309526651bd5366af,1547520608,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0
761,Id0f91115e64bfad07e1f4c77a2de47c513b8ef32,1547521237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,If3c41bb3deacb306116b3061c062d304dd47bc4f,1547521324,0,0,6,0,1,58,0,0,0,0,5,3,2,0,0,1,0,0,0
763,I591e0973913a6eecab372d9297cf1cf8ce2c013e,1547521620,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0
764,I8404f5a3496594c50682e68ef9024124f8d2c227,1547522020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,I6f64e546746adb60f8284414932c956c0dadeef7,1547522715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,Ice98ba932200dd26c87e25608cbce6ef829a6ea2,1547522715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,I6e76914d8717e68d5bc164f3414e691417d3aa04,1547522804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Ic51c2fdd8b53b008aa28d7d8f42484167a3cb2e9,1547522919,0,0,8,5,3,40,3,0,1,1,36,36,3,1,5,8,0,2,1
769,I693149d8b281ad9d82f5fec0eff75e64dd5d61ae,1547522919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,I4ad7261b6fa9c047f3e9979cff2cce677ae843d6,1547522919,0,0,6,0,7,25,8,0,0,0,14,14,0,4,0,-2,0,0,0
771,Ia9c5256decb31f7659f83226ca10e472565c69f9,1547522919,0,0,5,4,3,21,3,0,0,0,11,11,5,1,1,10,0,4,3
772,Iedbaa1f21bebf71663c89fadff997852a445b550,1547522919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,Ia8776a4d3caae8467c2b1c3b82e21a3ecc2fb37f,1547523103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,I67b8013d00aae5457eb435151e27c2c4aabce116,1547523438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Ie5379403f1b042ac2de8e47f091e9be75cfbf218,1547526357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,I1fd62835e271fa7a846c8d838b8609e0c0a413b0,1547526933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,I347fc071e5ae5ba901ea2e48f7b4e7a591fbf6ed,1547527507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,Ibc13e76caef156b92861feb896105ae2187e4ec1,1547528341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,I7788ee8da52e909911e70b7c963f663fad38e76f,1547530317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,I043258fd77f8ea18ef19ca737c63a16b0ffbc242,1547530863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,I3e6ff553df4144f37d32979ee6a316cf10bbd77d,1547536706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Iedc977eb96f595ca3e265d6b3054bb6105966305,1547537073,0,0,0,1,0,5,0,0,0,0,2,2,0,0,1,1,0,0,0
783,I2d5fc7c5293bb6dd67f2ee57ecbd9b9feb7ded90,1547537496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,I5e7c4d071009a2a5e03efc72334a42a14ff94a8f,1547538380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,I21b4605a7816e584dd8766427ed446cadc784a04,1547538650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,I5c7eb785db814cf583be8901d1ef873d1868a854,1547539390,1,1,154,2,57,458,63,0,6,17,275,232,50,49,41,14,0,0,0
787,Ie19759d1d8497a04035a9e94f1c4d84862f860a3,1547545816,1,1,19,5,5,80,5,0,0,0,78,77,12,7,5,27,0,3,1
788,Ib3643c58ba0a3b2cb25d2abc5fa8ecefbdecc618,1547546702,0,0,-14,0,0,-28,0,0,0,0,-8,-8,0,-4,0,2,0,0,0
789,I208891c63aa188eaeab6db5b6f201805de196c61,1547547925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,Ib8781ee948b2ee97cc04bdac201358096033bf8e,1547549480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,I44fea029fa27dc7dfb21b8c31819a1158fea8c76,1547549898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,I33837d6cf2faa646d71c6e80d903bee0a23789c8,1547554510,1,1,10,0,0,45,0,0,0,0,53,53,2,1,4,4,0,0,0
793,I90bc58736bc45c469d84c98fca86adea9c5dfd29,1547555181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,I79ef622a75aa983f9ef3e87b32c7a7770477bfff,1547556695,1,1,20,0,3,104,3,3,0,0,38,37,7,8,4,21,0,4,0
795,If026fdb13933f7efe90ad6e4f7d96753d457ff19,1547557359,0,0,1,0,1,7,2,0,0,0,4,4,1,0,-1,5,0,0,0
796,I80f6ab4bb82b15cd7b49ced747b0b72efaff8daf,1547557417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,I9c0737f6ed42b5b7eb5e3d1f36ccab7e8868070c,1547558175,1,1,0,15,0,31,0,0,0,0,16,16,0,0,0,2,0,0,0
798,I3c6717f77d713a51def0244602b79ff2933d88b6,1547559288,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0
799,I9f9aa10e1276778069972e101ad5b786f601afdc,1547559316,0,0,0,0,2,2,3,0,0,0,3,3,0,0,0,2,0,0,0
800,Icf74c61043d26ee4294557e430f740b44c534c66,1547559713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Ic1f08ca714596074535e0bdc1143f25df715781f,1547559755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,I45fc5a90242a9a889138fd2c94f522e6f390c1dd,1547562119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,I345cfd28d5fe8a334ee709f57ade2418eefa2eaf,1547563245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,I05e4a6a7fb6249e30b1c34ce637d0dadb943032a,1547566759,1,1,3,5,3,56,22,0,19,0,2,2,9,1,0,2,0,0,0
805,Ie8ca87567c2347a832cdd928435dbb54b752ef38,1547566759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,I4fa19a9ac897285c2faa80d70b6cb3cd71483dd8,1547566759,0,0,1,1,0,5,1,0,0,0,4,3,0,0,0,1,0,0,0
807,I7ad8c56b997ab60d2bd08f4e7b4d0b80c84021c3,1547568835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,I36904f7553c295368b92c50309b02ae7744aedff,1547588832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,I2685fc526e5327d0819a2dda1cd7b1f090fee2b3,1547598990,0,0,25,5,6,112,7,2,0,0,94,92,23,5,4,31,0,0,0
810,I3ed1d387a2ea5a5d54438b84148be60811e8e8bf,1547599923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,Ic191768bab82617f60462b636c287836590bce62,1547600512,0,0,16,5,3,59,3,1,0,0,22,22,6,5,1,8,0,0,0
812,I6b662c9643238e78eba24597aa92e26f21e192d5,1547600512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,I3a5b704d44a1f5164e489c37a52b482a11c7b476,1547602552,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,I98417297de3bea4b2a027ea1f80c6eec2450ec83,1547603799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,Ia00d6136331a0a7815bfa518d9b9a5d2176b9392,1547603908,1,1,35,2,14,110,16,3,2,6,57,49,6,9,0,30,0,0,0
816,Ibef2c95155561e2f8f86ff96fee052e52c435996,1547606128,0,0,0,3,1,11,1,0,0,0,9,9,2,0,0,3,0,0,0
817,I1ce1f481cb29ea8088fd8f9ea8687d0c4d54b1ef,1547606750,0,0,0,-1,0,-2,0,0,0,0,1,1,0,0,0,1,0,0,0
818,I5af4a789f14c2e4a04f6ba6bebc7dbd90b7f6492,1547608032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,I9ef358e5cbfd3b4037711d5952041f613245b658,1547608055,0,0,-1,0,-1,0,-1,0,0,0,1,1,0,0,0,1,0,0,0
820,I403a401ca2e2653a6716d16ff876cba1ee6795c3,1547610416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,I9b2d383f3a9ff43f9f43d5f4e433b9ca88666869,1547611873,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0
822,I91cdb889dc0528fd3c96e62a6a413008fe3bb49b,1547613039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,I8dd0a9dbc3348d2a636bce85335cb460a0e9c334,1547613183,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0
824,Ie5e96c130bfe747631ab5d09c00695e6ed10d6c9,1547614590,0,0,3,4,-1,14,-1,0,0,0,0,2,2,1,0,5,0,0,0
825,Iecd0f3bd7b40ebe80637048431afa60461eec209,1547617838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,I09a4816c44dbd185f3da19e6bf858f6c1e0e6c32,1547619318,0,0,51,8,12,271,18,5,0,0,123,123,12,11,9,26,0,0,0
827,I39f4478b9e6bb60e538b46770bcae642bd062793,1547619650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,I9fba14015fa3b24d661a7ab02e7a2cad02399eb7,1547619653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,I43601e8815e1980c8121a808fb90d1a85f80d861,1547619661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,I3a2939e3928855db109a5bcb88ca6221568407a8,1547619668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,Ic8836c46dc8887dbed34bc05480f63e2e284be42,1547619823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,I5aee939978f1025b2f6567eaeb062e5b1f5ea1de,1547622607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,I2d4307791dfc954537fc9d4d1a3c7c583fadbb08,1547622915,1,1,212,44,43,653,66,0,0,0,1050,850,108,34,200,455,28,75,73
834,I0c7a273a75eeedc4dd7dccd53ae76a7a0bbc5f33,1547623955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,I30a6cb5c7b973fb30307143d3106914e12e2c916,1547625020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,Icb3cec9449b1f609c17dbd99aaf528dcf1457df5,1547626892,0,0,2,0,1,5,1,0,0,0,-8,-8,1,0,-1,-1,0,-3,-3
837,Iad2eef05c1eb3e6d0b5cf193c2859da933831550,1547627515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,I792b2a0762c2a865aa1d5029fb3f9823219f444b,1547627777,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,I380de25a3ba2073e9fe209a2fe1012909b95a6a2,1547628057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,I3cac51fd4ab886cb61a8fafba06421615f8ba598,1547629110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,I738ea46f902e012f70eab7a1925969470bedfd8e,1547631412,0,0,-16,-7,-10,-65,-10,-2,0,0,-71,-68,-10,-2,-4,-33,0,-2,-2
842,Idd2db65117bb169382a4fe5fdeeeda2636c5dee6,1547632336,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
843,I53d39b086fda395d6ef3cc36657dfb3a2c690a24,1547633141,0,0,3,2,0,14,0,0,0,0,7,7,3,1,1,5,0,1,1
844,I995c538f8d82a5d035e284ad3485f0c47acaca5d,1547633141,0,0,0,0,0,0,0,0,0,0,-4,-2,-1,0,0,-1,0,0,0
845,I1f1592b5c97ae71c222a19118ccd97da1e348aad,1547635451,0,0,16,3,2,116,2,0,0,0,87,87,1,4,8,3,0,1,0
846,I4ac4fb09e443a2d05fd3e1f337e49ad3ed85bce8,1547637879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,I63167454a0c2411becb72686907bf4ef09c83593,1547639794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
848,I0f97ccc8f89042d04f69da2db6b6e3ee6e387062,1547640438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,Ia607fdab5ad48095bd987036a5988b537df3d7e7,1547640610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,Ib1aeaaefd1a14ed59743dfaf4c965eb31004833b,1547646006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,I935cae5ae09ee5598ebdf6d9209048afec0d42dc,1547647844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,I0db4ca86ced6e5e367cce626ef081a9315a5f376,1547648612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,I2ba6ba7eb573fbbdb02427093e8f1cbed269753d,1547650225,1,1,12,3,7,76,10,2,6,19,40,34,40,0,1,22,0,0,0
854,I4a3a5b98f9060ce0add6a67af98d428f750bf871,1547650511,0,0,21,0,4,77,4,1,0,0,47,47,2,7,3,5,0,0,0
855,Ic06bf16c9bfc79753a9ec767f8030a12887df168,1547654062,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1
856,I02940bdc1645c1d5e0abeeb4f1bafde1b8c54a1c,1547654062,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1
857,I043838143df7280351186ee1bcca4d1cc4832257,1547654062,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1
858,I9290b057b004e9ee4137d968ba4f5759442aacb6,1547654062,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1
859,Ib07cc8dd26b45b62de1d77739380eb36833082f1,1547654062,0,0,0,0,0,0,0,-1,0,0,2,2,0,0,0,1,0,1,1
860,I564b65f454775392fca07c070ac8d31d5024b07c,1547656212,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0
861,I770a4c2ff00b9dca7409044a204a035ef190c469,1547661504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,If8021accf07d7b57b477992cc0f1ba8ddc7db9a6,1547662168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,I9f0bf3ff2b26f4a8300c98206beb19c2b9d4946a,1547662168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,I98584c2b764a277ca16d7b20ebea603edd44a83e,1547662305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,I350925ff3b1fba2c83a448bc4e6d67368573693e,1547666530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,I61152d0aeec13440535a64758022ed2e13d2fa62,1547669981,1,1,42,3,48,190,50,7,32,25,90,77,13,10,-6,57,0,4,0
867,Idabb1d17cd133adf910f8d1c57d69ad47f038c48,1547677615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,Ie75700796fdf60ddfa622db8c5f0dcb6ab3c3c82,1547677972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,I9ff83106866afae8958b58b0d8b6d2f74c68a9f3,1547681451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,I18734d3d32c8e2b45f483419a84e097d5ddb88cb,1547684460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,I2e64d814adae00878e82169b3ef3a94ea531f90f,1547685182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,I0bb69460f15fa34b1b00e09674b012ccdbecda7f,1547685329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,I1235c10e12170e52c95311d80422afc62a4e5a37,1547685473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
