Unnamed: 0,_id,date,bug,__,ns,nd,nf,entrophy,la,ld,lt,fix,ndev,age,nuc,exp,rexp,sexp
1165,Ieacac7f50d19e2cfef2f5d60e79a159e55b5cfa8,1551256168,0,0,1,1,1,0.0,4,1,67,1,0,0.7919097222222222,3,532,52.665834666549074,0
1166,I6774dacd01c68b395fca8ca61f70d5879270af8a,1551259114,0,0,1,1,1,0.0,2,2,1401,1,36,0.6231365740740741,139,549,56.87255001496651,0
1167,I55a6e43264d6952ab2fa5c638bebb89fdc410e2b,1551259441,1,1,1,2,3,1.361258843872151,38,0,2384,1,23,81.37706404320987,155,671,7.441759185080462,0
1168,Iae41f06c09aaaed500936f5496d90cefbe8293e4,1551259701,0,0,1,1,1,0.0,1,0,159,1,6,0.4075462962962963,9,549,55.981220129090566,0
1169,Ia33c80dca60321f6a8329097ff55118e5d2634ab,1551261271,0,0,1,1,1,0.0,4,4,1653,0,35,0.6623032407407408,118,701,31.98392139627533,0
1170,Ibedf86a8e18ae1b6f583c1bbdcb99d19c8e01744,1551261996,0,0,1,1,1,0.0,2,16,1401,1,36,0.0,140,552,56.930547696361465,0
1171,If4f0a905fbd66d80d1fb07f4bd1127fab4483bf0,1551265127,0,0,1,1,2,0.8631205685666309,7,7,2358,0,2,65.32131944444444,9,269,8.418234813238982,0
1172,If7e1b0aa0c56e7f4ec35239ca146a56b6eb66ef3,1551265127,0,0,1,1,1,0.0,12,10,1922,1,0,12.539201388888891,5,269,8.418234813238982,0
1173,I5ef86b8ac81a47d05d8404df65af9ec5f419dc40,1551265568,1,1,1,1,2,1.0,12,12,2379,0,20,23.850810185185185,130,49,4.389657661474346,0
1174,I94b6f3209211cc1bfdc8cdaea04152a232cfbbb4,1551265568,1,1,1,1,5,1.0256210043272342,196,131,8461,1,57,0.0,432,50,7.3558758556922195,0
1175,I6cda312f465e05d28601432845c3c3d0f7a85605,1551267688,0,0,1,1,1,0.0,33,4,321,1,6,4.889074074074074,22,701,35.17804508806805,0
1176,I09d5fba035bb717036f7edf57efc63e2e3fe51d5,1551268815,0,0,1,2,2,0.9967916319816366,26,4,1807,1,0,6.958755787037037,3,15,2.0,0
1177,I39c6db4c4fc3e0ffcc481884a9d2aa0e8183b6f3,1551269427,1,1,1,1,1,0.0,1,0,216,0,9,43.56709490740741,26,3824,9.384339381522963,0
1178,I20ea47cc360126326a810abcfb6141b3d9338f63,1551269864,0,0,2,2,2,0.3712323266408756,6,8,1031,0,22,10.737962962962964,71,287,8.69472712665447,0
1179,I016312f3ecf3dfcbf0eaf24e31b6842d80abb029,1551270061,0,0,1,1,1,0.0,8,0,348,1,10,99.01094907407408,12,15,1.0,0
1180,I7c982a97f3ae0015e2e148d4831912d058d682f8,1551271368,0,0,1,1,11,2.2876549356944493,20,180,10541,0,57,6.8231228956228955,514,287,17.718921554371892,0
1181,I7f5df15f975d9dc862c59aa8477c1cfd6ff4967e,1551271554,1,1,1,2,2,0.9456603046006402,9,2,1486,1,38,0.0,88,67,2.253956301067599,0
1182,Icb6bd622a543e9bc5f669fd3d7abd418b4a8e579,1551271856,0,0,1,1,1,0.0,1,1,305,1,9,4.833796296296296,11,852,10.257898983154227,0
1183,I59c4c03f4115bfe6c4377924fadfd664245e878f,1551274851,0,0,1,1,2,0.41381685030363374,23,1,223,0,1,208.8000462962963,4,46,3.3133466075713085,0
1184,Iecfb89ebcaf97b49fbe34b4fb17daa7fe70d6a7e,1551276322,0,0,1,1,1,0.0,9,3,827,1,0,82.80320601851851,2,268,6.3972568943929025,0
1185,I65d096dc2e2072b310bf59a814cd62669856b5b5,1551276945,1,1,1,3,3,1.061225762444639,66,5,653,1,38,0.0,79,352,4.648727342922194,0
1186,If069f72fa9735f839df92f3ede3bf7b6d7a695a5,1551278336,0,0,1,1,1,0.0,11,0,935,1,16,0.0,57,2423,21.70810432572424,0
1187,I141765c4574eae424d872eb9bf7dd63fdfb85efb,1551278835,0,0,1,3,5,1.9882850054571504,262,103,3337,1,33,17.098951388888892,200,37,13.124144630984285,0
1188,Ia5f4853d1da336dde2f025b1dd5e1d6223571dd6,1551279254,0,0,1,1,1,0.0,7,6,1757,1,0,20.694571759259254,6,294,3.002024729842983,0
1189,I2bc0b27ed6629f987c05affe00fdbe4b9bfb3b3e,1551280155,1,1,1,2,2,1.4228722315384914,33,12,775,0,2,13.349355709876544,37,116,5.862291608985284,0
1190,I702bf11362d619c4d35b3b7f86844c510cb2dda8,1551283383,0,0,1,1,2,1.0,2,0,115,0,45,12.323130787037034,464,2424,24.185602709023556,0
1191,I899400d749982d341dc248a7cd5a18277c2795ec,1551288164,0,0,2,2,2,0.9811522341999132,18,13,1488,1,0,0.33837384259259257,3,856,3.8795805163171835,0
1192,I641eeb60c5a47feaa93dc1620ee9ad96ed6878ca,1551289335,1,1,1,1,1,0.0,439,400,1948,1,3,183.5185763888889,10,268,8.032854722353765,0
1193,I2b128947f60f361af658e9b4e4eaf4ce61a2dcbd,1551289852,0,0,1,1,1,0.0,1,1,585,0,0,5.7154398148148156,3,2414,32.07667685160577,0
1194,Ic91e326b7593e5985cee6ececc60539c27fe32fe,1551305098,0,0,6,28,34,5.268787462459786,1027,1047,21626,0,2,3.60558950617284,355,678,87.38695832674736,0
1195,I24b590dab6719d014472da3d7850fc9a1b3ef4cc,1551307312,0,0,1,1,1,0.0,1,4,1984,1,0,0.0,15,3727,15.65747032201574,0
1196,I09cab08b28952f967205d6c35f36eb6e05a17950,1551309649,1,1,1,1,1,0.0,9,32,1981,0,0,0.0,14,701,28.324407593842544,0
1197,If8104f9d15838c1be3623adcf831a7188303c376,1551310990,1,1,1,1,1,0.0,1,1,231,0,4,0.0,15,666,35.055989934955846,0
1198,I253ebce62264cc7367c9b0f6ce9c5088a9994641,1551312746,0,0,1,1,1,0.0,4,2,573,0,0,8.177581018518516,3,125,12.619454139909838,0
1199,I91378d5d5ecc1fc6741127a3924c631904da736b,1551313767,0,0,1,1,1,0.0,0,1,636,0,13,155.71166666666667,29,9,1.0,0
1200,I24f64bc886599ca0acd757acada4714aebe4d3ae,1551315165,0,0,1,2,2,0.9798687566511528,11,1,129,1,4,41.61475694444445,12,20,2.2382938988823526,0
1201,I1f5750f8f64a7073780d283567f0b60fc7fa5b97,1551315231,0,0,1,1,1,0.0,16,6,550,0,6,0.0,13,124,6.458745189680849,0
1202,Ide0171793c9fa5ef6671b394e97a27f2c6e44a9f,1551315311,0,0,1,1,2,0.9967916319816366,12,33,340,0,1,307.2875,4,430,8.116304159428614,0
1203,Ia99c51c7409fe4fabcd88fdf5ff19772c1ca2257,1551315697,0,0,1,1,3,1.5749691486891673,5,56,1383,0,1,289.087337962963,6,430,6.122690378124851,0
1204,Icf0f28236ca0c351c88035f36e5b9c29d4bc2ba7,1551316466,1,1,1,1,2,0.9081783472997051,5,29,315,0,1,307.0907523148148,4,427,3.122488890635745,0
1205,I922d6c8bb287900a4bd7af70567e22eac567b5c1,1551318702,0,0,1,2,3,1.14366093149667,46,34,980,0,13,84.62011574074074,36,429,10.876910133107096,0
1206,Iffb21b40e14ba5fea0fcdd179cd80d1f23cabbab,1551318844,0,0,1,1,2,0.5435644431995964,36,20,2475,1,26,126.6977199074074,201,353,3.5329528444282023,0
1207,I33b18227ce36144caed694169ef2e429fd995fb4,1551318932,0,0,1,2,5,1.8659923056899848,278,20,2119,1,31,218.63018287037042,121,513,10.606780418456703,0
1208,I568d142c89d3297bff8513069bceaa6be51fe7e4,1551319024,0,0,1,1,5,1.1751447351483375,9,118,2363,1,38,44.34402083333333,129,547,5.686936555888188,0
1209,Ib124fc776f6e2e3b3932784365c2bd3944523a52,1551322719,1,1,1,1,1,0.0,2,2,118,1,9,77.09099537037036,13,51,4.0412473389399155,0
1210,I4a1a97ae6f66e2fabcf4e4d292c95ab2a2db0248,1551324359,1,1,8,25,39,4.375652323372945,6267,3126,17014,0,3,26.179401041666665,219,679,85.4265998756551,0
1211,I9c6451feb11ec9810de9273b1324b0c23d7e6d11,1551327178,1,1,1,1,1,0.0,2,2,118,1,7,76.83280092592592,9,50,3.041242349838813,0
1212,Ifea1a4c82c1c5b31fdc2e96fdbb1274748c8f50e,1551328541,0,0,1,2,2,0.3033748360864139,36,1,793,1,2,0.0,26,16,2.0,0
1213,I88f2062e2c42363591dcb9e592a7a8381268ddeb,1551329966,0,0,1,2,2,0.9709505944546686,5,5,504,1,11,38.907922453703705,21,49,2.0412392312777987,0
1214,I02c54a38b3b2b7654fff96055edab1b92d48ff32,1551335162,0,0,1,2,2,0.3372900666170139,33,63,7007,0,5,143.0721238425926,17,181,2.703344056404347,0
1215,Ia2eb3f5ae2bdeac322b34e12d8e732174b9bd355,1551341763,0,0,1,1,2,0.6500224216483541,11,1,4184,1,17,79.08311921296297,135,3725,13.41759557262853,0
1216,I62fd309c8ee9839a69052b0ec7f1808449dcee8e,1551345516,0,0,1,1,2,0.5746356978376794,19,3,775,1,0,0.5759490740740739,4,551,11.136145383808485,0
1217,Iee70bcbfef6a271fdd26694d848a703a200dc0c0,1551346417,1,1,2,2,2,0.8112781244591328,16,4,5391,1,19,0.06157986111111111,192,3824,11.492745908101606,0
1218,Iad5b60b98c12add932fa3be9174fe7ca4dcbb6b2,1551348106,0,0,1,1,2,0.9852281360342516,2,5,1000,1,0,1.6953067129629629,5,3727,15.205839364969714,0
1219,I2e9b7bbd38aa8313ff6eab0bf99dd2fe48f57544,1551351157,1,1,0,0,0,0.0,0,0,0,1,0,0.0,0,268,8.517737127433929,0
1220,I4fc3f5221408e24af42ffecd21ce4099ee75b47a,1551351476,0,0,1,1,3,1.3438101445808783,101,0,2130,1,10,126.19634645061727,34,119,9.255799366152903,0
1221,I31cf57c9b2bcf98e8390ab92b75565a6798872de,1551352022,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2395,31.476785295688963,0
1222,I10fd4b6a74eefbc87136853af6b2e689bc76ae9d,1551359806,0,0,1,1,2,0.26676498780302604,39,5,430,1,1,132.66969907407406,4,16,2.0076406300406937,0
1223,I32a62f8ba39a0f2dd12fb31800f270b672facf5f,1551360863,0,0,1,1,2,0.99819587904281,80,0,54,0,1,42.38108217592593,3,662,48.643911475736395,0
1224,Id78454bb6a51b3c5e1bcb1984a7fbfb4a29a5be0,1551361601,0,0,1,2,4,1.2860649702571008,32,13,1270,1,2,77.03704282407408,11,363,7.927046110957423,0
1225,I5cab4fe978ae662a9150e34acc802caff61de54a,1551362514,0,0,1,1,1,0.0,11,1,233,0,0,27.778391203703706,1,3734,17.756792078621334,0
1226,I193531fe0e8f177d3b55fc1ef0840299f973c482,1551362837,0,0,1,1,1,0.0,8,0,34,0,3,279.7461574074074,4,3824,10.467719320248195,0
1227,I646f59b67cb76dacd07adc3f6ed15ed63f4e22a4,1551363202,0,0,1,1,1,0.0,12,0,438,1,17,90.93826388888887,35,552,51.57048822661132,0
1228,Ic5f1334cce5e242d7f49080aba083bcf2080dee3,1551363202,0,0,1,1,1,0.0,41,13,1737,1,36,7.686446759259258,97,572,78.12170591130852,0
1229,I5b3dbc232b7e6a048a158cbd8d36137af1efb711,1551363202,1,1,0,0,0,0.0,0,0,0,1,0,0.0,0,573,80.1108290472293,0
1230,Ida0fe8263bf44e0498fed2048e22283ba5716835,1551363202,1,1,1,3,5,2.0809890898397767,22,4,519,1,30,34.60162037037037,93,579,86.1108290472293,0
1231,I889590318dc857d4a6e20c3023d09a27128d8255,1551363202,1,1,0,0,0,0.0,0,0,0,1,0,0.0,0,579,86.1108290472293,0
1232,Ie625c64721559c7633396342320536396cd1fcf5,1551363202,1,1,1,4,13,2.8975060880017693,279,58,5131,1,33,44.741618589743595,260,570,97.68465233071623,0
1233,I6068dc4cd00c8d90d2e6e6d99633b81388bc8781,1551363741,0,0,6,27,32,5.3967456186413205,85,376,20483,0,2,10.778645295004306,258,661,46.65439560960071,0
1234,I445f3b5c69f054b6984f28c205cda69e44af3b89,1551365488,0,0,1,1,3,1.5651035087830845,696,0,0,0,0,0.0,3,736,498.463642998575,0
1235,Id921ea5e7f60dda097be9ebba052a09349ea000a,1551367292,1,1,1,1,1,0.0,26,29,1961,1,0,0.0,12,3824,9.447464057824664,0
1236,I1554849bdf2ad2440529af7f93566fa6f11d5407,1551369970,1,1,1,1,1,0.0,12,4,223,0,4,1.9200810185185184,16,666,30.862608768569284,0
1237,Iaa2c03a1a3fb3aa5aaf62d79d52b63d5d8f11db5,1551370947,0,0,1,1,1,0.0,12,4,812,0,5,292.9826273148148,32,666,30.794457334895775,0
1238,Ib5150a0dc6b30cf855884a97b29ab2c79b423096,1551377599,1,1,1,1,2,0.4044483864864384,61,1,2059,0,1,7.288200231481483,25,3734,16.871583820178742,0
1239,I8c705f301651ef28facaf5142e32b4cdd83189af,1551386408,0,0,1,1,1,0.0,6,3,585,0,0,0.0,2,2422,21.54896816747745,0
1240,Ifaec64d817c4336cb255a2e9db00526b7bc5606a,1551390588,1,1,2,3,13,2.030855186875713,272,164,12750,0,46,0.5595646367521367,392,846,15.528351740381696,0
1241,Ia406a968235ae4321a1002567520105998582d15,1551397355,1,1,1,2,2,1.0,8,0,1051,0,7,0.0,45,681,26.54209485101609,0
1242,Id79085c28c5cc4f86939b4ef08ef4bff46077c45,1551397470,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,7,0.0,0
1243,Ia48076a1da95da64596d6e68304018cb301ebe33,1551400415,0,0,2,4,6,1.5809032571684956,293,32,78360,0,37,66.6814313271605,569,64,6.414415427332775,0
1244,I6920734f8662b329aa58f5b8e4eeae73b409984d,1551400651,1,1,1,3,5,1.0758768955317553,199,0,78421,0,37,0.0,560,63,5.414322009156669,0
1245,I619a205b4ff1b292b4d9eb2565799fe2c0a41b9f,1551400742,0,0,1,1,1,0.0,1,1,21,0,2,73.92116898148149,4,1219,3.161355554704607,0
1246,If4070e5d39d8649643d7e90f6f3eb499642e25ab,1551406174,1,1,1,1,1,0.0,1,0,79,1,11,30.02079861111111,17,23,2.243236260495297,0
1247,I98a6767fcff642a7143efc3eeb2cb3aa1f1719cc,1551406232,1,1,2,2,2,0.9640787648082292,57,33,345,0,3,220.83538773148152,22,666,28.75283854122003,0
1248,Ifeaa1b82f4108afc3787eee4449b3317185bbaec,1551409084,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,666,28.152920564765182,0
1249,I7dca9169a4a8eb31b981ad49047a6bdfa6f6efd7,1551409479,0,0,1,1,1,0.0,7,0,388,1,6,314.78717592592585,19,681,26.575749691922713,0
1250,I379b4547a560723b8023dad45ab26556b10ee308,1551409720,0,0,1,2,2,0.9910760598382222,7,2,408,1,1,53.410231481481475,4,360,38.88074164457533,0
1251,I1087308865d2eb31f02501b5798e14d11145b185,1551409744,0,0,2,2,2,0.5185697317883058,2,41,273,0,7,1.1903703703703703,34,701,24.73334697956157,0
1252,I6d090f31818eb7cc7668d7565b1449c91cd03a23,1551418320,0,0,1,1,1,0.0,10,0,552,0,0,0.5002662037037037,4,338,10.44742878523676,0
1253,I06aae3224d489eed6d7fac7e462361f3bf1dd3da,1551418894,0,0,1,1,1,0.0,1,1,70,0,0,1.5417592592592593,4,552,46.3359473139064,0
1254,I4edfb7bee85de397aa2ef1296976d3ca9b177066,1551421175,0,0,1,1,1,0.0,9,35,55,0,1,156.11908564814811,2,2414,26.88873022133966,0
1255,I4cb9a07721bd808fd094f7ed55a74cf7bce9cd6f,1551422327,1,1,1,1,1,0.0,18,0,235,1,5,91.62258101851853,8,552,47.10497546061354,0
1256,I0693d6ec0a30f5a86b78d38793899ca29fb9e156,1551424490,0,0,1,1,2,1.0,4,4,140,0,5,63.1228587962963,15,2419,22.243216651203934,0
1257,If18b775b2f8b2821eaf197c4be4a322066af839f,1551424540,0,0,1,1,1,0.0,111,55,1139,1,0,0.0,3,552,45.37683816364152,0
1258,I0d335e8425d73fb9ac9bc28171851a9be2107f87,1551427405,0,0,1,1,1,0.0,5,2,487,0,2,36.640717592592594,9,572,4.416846956554517,0
1259,Ic1f75ee54ed94ea79bd46a8ddcd9e81d01556d1d,1551428777,0,0,2,2,2,0.6892019851173655,38,0,2641,1,20,78.76056712962964,109,660,6.836571432595066,0
1260,I8f75958b1c75dea7420d7c90ad8b9d592ce03460,1551430130,0,0,1,1,1,0.0,115,0,0,1,0,0.0,1,5235,7.404082522655256,0
1261,I198dd40dfdb86b20e681c373141754680351e82f,1551430520,1,1,1,1,2,0.6962122601251458,58,6,2119,1,1,0.0,23,3733,14.341004740257768,0
1262,I8024bf28a65e2638675b980732b2ff91c66c62cf,1551431113,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5239,8.44517921233054,0
1263,If5aedd20040b14fb0dafb6657f3f86c5ad2cb918,1551431289,0,0,2,2,3,1.4604846813131116,13,0,5778,0,2,33.64628858024692,120,493,17.0456720596918,0
1264,Ie78ef110c7828ccbcc86735442c81dbb516dcf18,1551431904,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,55,0.4509262725042743,0
1265,I5db74d680241b532f51bcc73eb51151e9f60483f,1551438319,0,0,1,1,1,0.0,2,0,18,1,0,8.766354166666666,2,112,3.7312638730376575,0
1266,I3712584c62c3765d5605cccb642aa6f119826ae8,1551442727,1,1,0,0,0,0.0,0,0,0,1,0,0.0,0,666,25.56432040426938,0
1267,I438536a6ac51d837c30be5df7d3d0caadf65bb95,1551443499,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,15,0.00919391303366994,0
1268,I07525575f83009032fa1a99aa270c8d42007d276,1551443556,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,2395,28.387286833900557,0
1269,I5904ecac748d15ded4cb609f049fa548b8916a0e,1551445208,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,2395,25.688300485369567,0
1270,Idc5195816d7978253760dbfd78fde6d22c456296,1551445347,0,0,1,1,1,0.0,1,1,668,1,6,2.9814814814814814,21,2415,23.215738062599286,0
1271,I4a5c7ddb8218a8bd056c8733c3cb9feb895e77a0,1551445578,0,0,1,1,1,0.0,4,1,195,1,0,2.9841550925925926,3,2420,22.249156160584093,0
1272,I1fa7957be0779c079ec4d221a8321b45ddb973e2,1551445741,0,0,1,1,1,0.0,6,3,410,1,0,8.890497685185185,2,2416,24.19368351716055,0
1273,Id7e5b303fb305fdbc0368bdf809dbf29fca1d983,1551445847,1,1,0,0,0,0.0,0,0,0,0,0,0.0,0,680,39.42272092411501,0
1274,I42716c2bfd7f087303bc63d7518e32b52fd0d762,1551446768,0,0,1,1,1,0.0,6,6,206,1,5,77.68407407407408,17,2422,19.20265055958685,0
1275,I1a4f6d59021644d93dd6c24679b9233141e89a75,1551446900,0,0,5,30,43,5.694346373083702,268,268,23804,0,2,0.8918299897119342,290,563,59.27206137560246,0
1276,I553e708226922f6284163f0b7d7b1011a9502e34,1551448090,1,1,1,1,1,0.0,19,14,248,1,3,0.0,17,666,25.222260376992914,0
1277,Ic091d32c8f61d1d4e24161a256f69a659e900a2e,1551448289,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,2395,25.44295592399776,0
1278,I4e35e021e0fa10c1681df1073efa73700c3aae69,1551449699,0,0,1,1,1,0.0,2,2,381,1,0,52.91113425925926,2,701,21.36643307544234,0
1279,I9d63410de03ddca617ddb5ef86effba9f6bd3577,1551453112,0,0,1,1,2,0.8904916402194913,0,13,13,1,0,1.894988425925926,28,268,7.450226587514902,0
1280,I8b63c468d3f432102d2af4db22a7549998ce3876,1551457280,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,46,1.790784357320084,0
1281,I55c5d407079afa0137f931c983ebef76ec194413,1551458325,0,0,1,1,1,0.0,1,1,294,0,1,1149.7661921296294,24,1021,34.61344797918467,0
1282,Ib1ab0c5c6deb332ba6c8018ef55136b7e5974944,1551460379,0,0,2,3,3,0.8202000856437079,269,26,429,0,0,0.0,5,680,37.33201366330613,0
1283,Ib2e96183b99deddbbd3132cd2ca6fa34a25994c6,1551462645,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,46,1.7740681654477912,0
1284,Iaa6a06449787a085200e31bc7606e3ac904d3180,1551464968,1,1,3,10,24,3.6615346498714,268,353,2212,0,3,50.70651550224467,197,698,72.724575251202,0
1285,I2f61e09844bc409b1f687d654767332d93dd39a2,1551480820,0,0,1,1,1,0.0,1,1,114,0,2,273.0428240740741,6,60,1.304941041140136,0
1286,Ib953ef0262b20730e0d4c332058d29c5066bfeb2,1551499827,1,1,0,0,0,0.0,0,0,0,1,0,0.0,0,666,21.64255625829968,0
1287,Ic5bb3b4d88be5806522eaef9bd9b8b0f5c1c8f42,1551504211,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,851,31.6408518238558,0
1288,I9c49eed41e737d8f162e39bef1c3b82fd5518fed,1551512490,0,0,1,1,2,1.0,3,1,2568,1,26,1.7834548611111112,208,21,2.0,0
1289,I84118d8473037d873f73903d4e4f6ed14f531ce7,1551525774,0,0,1,1,1,0.0,15,8,289,0,0,0.0,1,1151,3.8402726525634345,0
1290,I42bb696c6862f2ea12c5cbd2f24c64336a7a759a,1551525774,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1151,3.8402726525634345,0
1291,Ie955cdc505766447f70b8f262160fe05b60a5b0c,1551525774,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1151,3.8402726525634345,0
1292,Idf8b554e0fd102fd8b2f2f2ea0fa47bf139303da,1551527199,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,13,0.0,0
1293,Ie4dc39da0b87200ebd23e6c607396557685e2807,1551528919,1,1,1,1,2,0.8849636363831529,33,0,2627,1,8,1.3774710648148147,52,22,2.056159501124843,0
1294,I114fe2855faeed091c34d79df3d97068be7eccd8,1551535797,0,0,1,1,1,0.0,1,0,6,0,1,176.75783564814816,3,679,29.261535764437,0
1295,I536b4b09bbf6a8e3016565a4a04d2b9d32cbc624,1551540998,0,0,1,2,34,4.873527167820338,858,1,77882,0,54,21.127423066448802,992,78,34.044935695730764,0
1296,I882a9c56523744e7fd7cb2013d158df91cf91d14,1551582399,0,0,1,1,1,0.0,50,22,466,1,0,0.0,1,169,1.7465192282932969,0
1297,Id8028b448e4182613fb261bf0903efc98cbf4997,1551591706,0,0,1,1,1,0.0,13,0,569,0,0,0.0,1,7,1.0,0
1298,I7856e452224a51a92da03bab8e3a0f9d7c41d32a,1551592104,1,1,1,2,2,0.9798687566511528,33,3,1626,1,41,0.0,160,13,2.0,0
1299,Ib702c0da1e43f0a55ed937af6d45fca6a170e8f3,1551601572,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,365,4.596393585312494,0
1300,Ibf9dacd710e72886f14ad0b7415fea1e8d25b83a,1551606065,0,0,1,1,1,0.0,11,11,946,0,16,3.4601041666666665,58,190,1.9482389219277296,0
1301,I1f92f65fb927dc15bc7b0397cfd1a572b6337bb3,1551607514,0,0,1,4,4,1.1182751607709762,10,32,3571,0,26,252.92448784722225,143,357,31.446876792182213,0
1302,I772864d69979172b5cf807552c84d0e165e73051,1551609265,0,0,1,1,1,0.0,4,4,24,0,0,0.6231828703703703,1,365,4.55119488356496,0
1303,Iaf1c9f710de63ea941a360b73f1b4bb725331a35,1551615509,0,0,1,1,1,0.0,12,0,303,1,0,0.0,1,29,1.024730796166117,0
1304,I4c6ae0b4065f371aea8103f6a85d9e9274bf01d0,1551626307,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1151,3.186088606577772,0
1305,I0f941c05b7c324256d7f0674559b6ba906e92ba8,1551626307,1,1,1,1,1,0.0,36,22,261,0,0,0.0,1,1152,4.186088606577772,0
1306,I10dd361cbaca22197c27e7734c0f50065292afbb,1551626307,0,0,1,1,1,0.0,8,0,544,0,9,150.99277777777775,26,1153,8.170900215873544,0
1307,I721d7031d40f245b4a284f5bdd93e7bb85e7e937,1551626307,0,0,1,1,2,0.7973265101474423,54,4,235,1,2,548.3277430555555,5,1154,9.170900215873543,0
1308,Ibc720785d5b95f6a797103b1363843205f4d56bf,1551626307,0,0,1,1,1,0.0,24,6,165,0,0,0.0,4,937,129.86625570835753,0
1309,Ic1d617f29e9c6431cdcadc7f9bb992750a6d5f48,1551628512,0,0,1,2,2,0.3372900666170139,10,6,857,0,13,36.43706018518518,24,367,6.263402721380098,0
1310,I92d8c93967c5ec57f07151affd0041f00e405057,1551631499,0,0,1,1,1,0.0,1,1,500,1,0,15.972962962962965,1,13,1.0,0
1311,Idd31c7cced6e15387acc698ffc011e1b7b479903,1551632545,0,0,1,1,2,0.9993375041688848,66,0,0,1,0,0.0,2,1154,6.09774437342121,0
1312,I0ec393e0154c21969d56e1c80144a24da7fb406d,1551642121,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,63,35.13442391196921,0
1313,Ia83fce66912a96545c95cd8df0549bfd852652f3,1551649052,0,0,1,1,2,0.7355085815538398,42,16,3013,1,27,0.0,150,55,18.22950519200779,0
1314,I1c52d09a1a617794f2df697e4966c4c24a166611,1551667020,0,0,1,2,21,4.219446601981783,232,30,42824,0,24,17.841524470899472,276,851,30.403750701342574,0
1315,If52bb7d80895763488a61632e4682a78336e8420,1551672364,0,0,1,2,2,0.9544340029249648,41,7,1560,1,10,45.011736111111105,47,20,3.045567692933365,0
1316,Iaf43a0da4f6a2489d861092a1d4e002a532952cb,1551679685,0,0,1,3,3,1.2082156261665191,25,23,3620,1,16,71.74370756172839,59,269,7.864557003461562,0
1317,I1e8307ba33c65ec60f71e83f929fb3463aeeee27,1551686711,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,572,3.5091642033186883,0
1318,I1b4add8fe1c2f6911e925bafab99eb7418aa67b4,1551690054,0,0,1,1,1,0.0,419,0,0,1,0,0.0,2,5239,7.587998283600662,0
1319,I0d773d49b92184317817c426d268b59acafdba48,1551691726,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,5239,7.586083645858658,0
1320,Ied095677ccf6f03fa53e95f3e5f1e88dea5168c1,1551696004,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15,0.0,0
1321,I1a93229b71709b5b50603485e3c7cede4d18b5f0,1551699134,0,0,1,1,1,0.0,1,1,423,0,0,0.0,1,5239,7.577742712156623,0
1322,Ib894b4f3cdba23a18a69c9470cf69ceb83591a4d,1551700490,0,0,0,0,0,0.0,0,0,0,1,0,0.0,0,20,0.5415687168585829,0
1323,I0d750e09a491e5f7f411668c2c68ea24d60448be,1551702230,0,0,1,1,1,0.0,2,2,423,0,0,0.0,4,10,1.0,0
1324,I1f524cdf81e1f9655c1b0afd50dd2aeaa167bb2f,1551708207,1,1,1,1,1,0.0,0,298,411,0,2,10.828935185185184,21,116,3.6208386622735658,0
1325,I4c48a8343ba5666de375c43499420bdf244aafd1,1551710730,1,1,1,1,1,0.0,85,64,308,0,0,0.0,1,117,4.5875141982715055,0
1326,I931aa39756f198d1af21dca359acc83ca3392c4c,1551711106,1,1,0,0,0,0.0,0,0,0,0,0,0.0,0,117,4.578354993087851,0
1327,I4b3e6103fbf62d676056d32fcce4618536b7c05c,1551711860,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,25,0.06016259772365681,0
1328,Ic9d010cb25aa7ecd0a84531a6244b0ce3eefa0ca,1551713147,0,0,1,1,1,0.0,11,7,1199,0,2,0.0,5,2806,514.7215175684311,0
1329,I5109691481f44a9807675a6139f1619a03b0c58d,1551714150,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,3728,10.87972275162999,0
1330,I7cb384aba77ef3c1565d3b0db58e6c754d5fed15,1551716190,1,1,1,1,3,0.7216602707821536,194,89,530,0,2,10.0703125,29,119,6.139198945318794,0
1331,Id29a9e48a09965e457f923a0ff023722b38b27ef,1551718139,0,0,1,1,1,0.0,4,1,260,0,8,0.0,23,1152,5.428229036511653,0
